Alt,Rto09,Rto11,Rto13,NDVI17,xcoord,ycoord
500.429600,2323.177570,3554.144937,2526.142857,0.436067,316627.31961323,6275969.54552307
500.284550,2285.163136,4268.652050,2664.000000,0.462295,316627.31961323,6275959.54552307
500.032300,2186.954575,3797.790094,2947.875000,0.542538,316627.31961323,6275949.54552307
499.718600,2726.667936,3649.265948,2609.555556,0.504101,316627.31961323,6275939.54552307
499.464950,2756.782593,4290.181505,2885.000000,0.371872,316627.31961323,6275929.54552307
499.254200,2531.268782,2553.156902,2229.083333,0.248623,316627.31961323,6275919.54552307
499.407050,3296.547388,3166.963464,2568.714286,0.839084,316637.31961323,6276679.54552307
499.445000,2610.523205,3347.178420,3356.000000,0.853837,316637.31961323,6276669.54552307
499.487300,4351.589893,2970.614360,2228.000000,0.859918,316637.31961323,6276659.54552307
499.541000,2423.973122,3761.608064,2630.000000,0.864137,316637.31961323,6276649.54552307
499.607000,3490.786502,2740.634746,2474.500000,0.867267,316637.31961323,6276639.54552307
499.759900,3382.193568,3198.550379,2950.500000,0.871824,316637.31961323,6276629.54552307
499.970200,3305.944147,3840.073386,2569.750000,0.868920,316637.31961323,6276619.54552307
500.118200,3406.138613,2655.497864,2394.666667,0.868837,316637.31961323,6276609.54552307
500.264000,3352.776771,2344.112395,3013.333333,0.866030,316637.31961323,6276599.54552307
500.404900,3206.286089,2969.579910,3053.000000,0.867428,316637.31961323,6276589.54552307
500.520800,3504.425328,2824.679621,2813.285714,0.870875,316637.31961323,6276579.54552307
500.715750,3260.273871,3499.278595,2498.166667,0.868283,316637.31961323,6276569.54552307
500.928600,2959.252592,3396.987001,2290.875000,0.868484,316637.31961323,6276559.54552307
501.075200,3329.272587,3496.390790,2706.000000,0.866471,316637.31961323,6276549.54552307
501.223000,3298.754658,3871.824326,2346.000000,0.866035,316637.31961323,6276539.54552307
501.374000,3328.079689,3184.202089,2416.000000,0.866688,316637.31961323,6276529.54552307
501.616850,3335.555618,2951.108726,2538.000000,0.866970,316637.31961323,6276519.54552307
501.872900,3396.835581,2874.725331,2270.833333,0.861139,316637.31961323,6276509.54552307
502.055000,3456.674563,2912.760002,2554.166667,0.859338,316637.31961323,6276499.54552307
502.243000,3337.702404,3106.303777,2589.200000,0.863408,316637.31961323,6276489.54552307
502.420100,2899.265393,2652.030917,2480.500000,0.865337,316637.31961323,6276479.54552307
502.671850,2949.288114,2488.825548,3036.833333,0.867297,316637.31961323,6276469.54552307
502.918800,3484.153410,3251.341836,2720.333333,0.868261,316637.31961323,6276459.54552307
503.084400,3505.740646,2793.112443,2390.600000,0.870147,316637.31961323,6276449.54552307
503.257400,3222.743336,2473.417443,2462.800000,0.864722,316637.31961323,6276439.54552307
503.453100,3377.560233,2930.679685,2506.666667,0.860662,316637.31961323,6276429.54552307
503.755050,3180.244185,2704.775204,2635.400000,0.860922,316637.31961323,6276419.54552307
504.050800,3061.227389,2941.664843,2480.666667,0.859034,316637.31961323,6276409.54552307
504.236100,3070.474848,2973.071158,2355.800000,0.853152,316637.31961323,6276399.54552307
504.403100,3129.937695,3059.047882,2249.400000,0.850336,316637.31961323,6276389.54552307
504.544300,3323.599441,2988.101193,2409.666667,0.852538,316637.31961323,6276379.54552307
504.662100,2973.562119,2955.391153,2696.000000,0.851083,316637.31961323,6276369.54552307
504.803950,3127.356927,3108.239382,3064.400000,0.856861,316637.31961323,6276359.54552307
504.916600,2975.858584,3255.975184,3070.166667,0.848760,316637.31961323,6276349.54552307
504.974600,3094.464531,2988.170216,3089.800000,0.849693,316637.31961323,6276339.54552307
505.028600,3169.731751,2589.866991,2875.200000,0.852099,316637.31961323,6276329.54552307
505.100600,3070.850204,2701.684759,2124.333333,0.841331,316637.31961323,6276319.54552307
505.198900,2988.175633,2836.169247,1835.000000,0.831877,316637.31961323,6276309.54552307
505.272900,2817.421681,2789.111508,1834.333333,0.843207,316637.31961323,6276299.54552307
505.296900,3047.402172,2673.975915,1815.600000,0.850905,316637.31961323,6276289.54552307
505.297200,2667.115605,2741.293761,1873.200000,0.852617,316637.31961323,6276279.54552307
505.274100,2871.984202,2714.437793,1859.800000,0.850477,316637.31961323,6276269.54552307
505.198450,2791.943304,2971.474803,2054.400000,0.856867,316637.31961323,6276259.54552307
505.095700,2936.909567,2895.066402,2780.333333,0.863970,316637.31961323,6276249.54552307
505.021200,2898.247536,3054.079726,3147.000000,0.865169,316637.31961323,6276239.54552307
504.939800,3022.802141,2886.436505,1836.600000,0.852287,316637.31961323,6276229.54552307
504.845200,2819.786117,2821.690692,2146.000000,0.854973,316637.31961323,6276219.54552307
504.688150,3056.795599,3052.781122,2459.800000,0.861855,316637.31961323,6276209.54552307
504.496000,2755.502580,2966.759780,2492.111111,0.864407,316637.31961323,6276199.54552307
504.376900,2948.536984,2881.518459,2066.000000,0.858318,316637.31961323,6276189.54552307
504.257600,2715.562311,2972.973155,2282.900000,0.849462,316637.31961323,6276179.54552307
504.137900,2724.233837,2887.169673,2372.181818,0.854351,316637.31961323,6276169.54552307
504.011300,2811.177433,2702.845494,2194.636364,0.859258,316637.31961323,6276159.54552307
503.804500,3016.297102,2625.442128,2429.000000,0.857272,316637.31961323,6276149.54552307
503.580700,2993.100049,2952.272875,2522.625000,0.844146,316637.31961323,6276139.54552307
503.422400,3017.705575,2630.591498,2496.800000,0.845300,316637.31961323,6276129.54552307
503.267700,2977.697775,2649.691837,2759.500000,0.854140,316637.31961323,6276119.54552307
503.114200,3030.159923,2739.031817,3071.800000,0.862206,316637.31961323,6276109.54552307
502.897050,2836.403450,3126.624764,3427.666667,0.844802,316637.31961323,6276099.54552307
502.687000,3164.039747,3059.799048,3231.200000,0.815501,316637.31961323,6276089.54552307
502.545100,3254.771763,3169.036055,3286.333333,0.816489,316637.31961323,6276079.54552307
502.397300,2872.228059,2869.825126,3291.200000,0.817062,316637.31961323,6276069.54552307
502.215800,2774.304350,3035.573966,3448.500000,0.805861,316637.31961323,6276059.54552307
501.980000,3018.141454,2846.069986,2961.200000,0.797876,316637.31961323,6276049.54552307
501.777100,3290.592398,2626.376614,2746.857143,0.780220,316637.31961323,6276039.54552307
501.645100,2833.107943,2964.044220,2428.333333,0.842917,316637.31961323,6276029.54552307
501.498500,3364.900799,2479.443983,2384.833333,0.842844,316637.31961323,6276019.54552307
501.319900,2962.182529,2801.507211,2461.600000,0.844925,316637.31961323,6276009.54552307
501.101450,3169.850247,2336.193964,2072.833333,0.791058,316637.31961323,6275999.54552307
500.936800,3255.267872,2353.116643,2363.166667,0.778278,316637.31961323,6275989.54552307
500.838700,2829.121592,2872.026129,2406.666667,0.768413,316637.31961323,6275979.54552307
500.713700,2492.071352,3666.261516,2617.833333,0.755653,316637.31961323,6275969.54552307
500.551600,2720.167154,3374.168210,2388.166667,0.763706,316637.31961323,6275959.54552307
500.312400,2811.452983,2803.278838,2652.428571,0.778280,316637.31961323,6275949.54552307
499.935750,2911.385338,2927.027764,2666.166667,0.683695,316637.31961323,6275939.54552307
499.547000,3247.713811,2844.266569,2206.200000,0.551256,316637.31961323,6275929.54552307
499.280300,2548.929636,3373.094238,1860.454545,0.535506,316637.31961323,6275919.54552307
499.065400,1694.572110,3154.956232,2460.333333,0.272580,316637.31961323,6275909.54552307
499.512750,3316.283026,3674.410948,2838.928571,0.861967,316647.31961323,6276679.54552307
499.548500,4101.152067,2681.251538,3409.666667,0.857096,316647.31961323,6276669.54552307
499.587000,3626.767221,3752.821866,2544.000000,0.858039,316647.31961323,6276659.54552307
499.638500,3807.146276,3914.885433,3107.166667,0.869334,316647.31961323,6276649.54552307
499.707000,2364.310659,3399.953013,3113.400000,0.868244,316647.31961323,6276639.54552307
499.859450,3667.512784,3199.067364,3117.400000,0.867435,316647.31961323,6276629.54552307
500.057400,2978.136184,3753.556963,2626.714286,0.867197,316647.31961323,6276619.54552307
500.201500,3636.837546,3639.464047,2830.333333,0.872076,316647.31961323,6276609.54552307
500.345100,3003.801484,2781.081896,3795.600000,0.871060,316647.31961323,6276599.54552307
500.481400,3201.331726,3599.717407,2805.000000,0.870957,316647.31961323,6276589.54552307
500.603500,3903.508919,3487.363635,2919.000000,0.871795,316647.31961323,6276579.54552307
500.792550,2515.180889,3801.417665,2960.000000,0.872996,316647.31961323,6276569.54552307
500.994800,2948.714362,3752.164398,2835.142857,0.872518,316647.31961323,6276559.54552307
501.137500,2195.733538,3630.813996,2621.000000,0.871753,316647.31961323,6276549.54552307
501.285800,3338.812116,3453.203607,2663.400000,0.871811,316647.31961323,6276539.54552307
501.438900,2276.889084,3090.615905,2443.500000,0.869992,316647.31961323,6276529.54552307
501.684300,3130.834904,3327.530887,2787.500000,0.869699,316647.31961323,6276519.54552307
501.945100,2012.356045,3032.172787,2377.000000,0.870497,316647.31961323,6276509.54552307
502.128300,3009.545811,3304.508366,2224.400000,0.871243,316647.31961323,6276499.54552307
502.311200,2845.660768,3444.790757,2699.500000,0.866402,316647.31961323,6276489.54552307
502.476500,3021.482677,3745.959361,2611.142857,0.863296,316647.31961323,6276479.54552307
502.712200,3088.369338,2891.731042,2387.000000,0.867297,316647.31961323,6276469.54552307
502.945700,2831.667930,3523.544621,2333.500000,0.868261,316647.31961323,6276459.54552307
503.102400,2811.477769,3337.252850,2670.000000,0.870147,316647.31961323,6276449.54552307
503.266400,2734.651167,3190.411900,2360.666667,0.868581,316647.31961323,6276439.54552307
503.476700,2705.247396,3607.659724,2832.800000,0.862954,316647.31961323,6276429.54552307
503.801150,2853.161897,2524.645419,2058.500000,0.869108,316647.31961323,6276419.54552307
504.120500,2627.109814,3508.286902,2310.600000,0.865077,316647.31961323,6276409.54552307
504.322000,2740.777046,3230.509591,2059.500000,0.856675,316647.31961323,6276399.54552307
504.501600,3264.521147,3691.414275,2247.000000,0.851787,316647.31961323,6276389.54552307
504.645200,3262.049558,3406.898142,2255.500000,0.859410,316647.31961323,6276379.54552307
504.915400,3022.884091,3152.999840,2753.000000,0.866758,316647.31961323,6276359.54552307
505.047800,2527.930959,2585.973553,2444.666667,0.861026,316647.31961323,6276349.54552307
505.125000,2686.492565,3020.903854,2683.000000,0.859125,316647.31961323,6276339.54552307
505.197900,3010.967927,2598.124723,2372.666667,0.853216,316647.31961323,6276329.54552307
505.275300,2506.208539,2966.838761,2190.166667,0.851929,316647.31961323,6276319.54552307
505.384400,2873.826272,2176.713077,1854.333333,0.849541,316647.31961323,6276309.54552307
505.468600,2842.103503,3140.690956,1928.333333,0.850205,316647.31961323,6276299.54552307
505.494000,2993.881590,2443.392213,1898.666667,0.852524,316647.31961323,6276289.54552307
505.497100,2870.499363,1900.628593,1887.500000,0.850191,316647.31961323,6276279.54552307
505.482000,2561.738500,2312.575261,1951.666667,0.847837,316647.31961323,6276269.54552307
505.430750,2826.621141,2104.304454,1734.666667,0.850649,316647.31961323,6276259.54552307
505.359700,2526.847575,2775.966004,1499.000000,0.853296,316647.31961323,6276249.54552307
505.304500,2942.038964,1925.755776,2692.625000,0.857674,316647.31961323,6276239.54552307
505.241500,2597.045608,3139.945012,2013.000000,0.854321,316647.31961323,6276229.54552307
505.155400,2664.460280,2125.521078,2226.500000,0.852822,316647.31961323,6276219.54552307
505.003100,2863.676965,2407.738508,1712.000000,0.850412,316647.31961323,6276209.54552307
504.822100,2567.325078,2418.242097,3042.000000,0.851623,316647.31961323,6276199.54552307
504.694200,2868.890063,2181.716897,1619.000000,0.857432,316647.31961323,6276189.54552307
504.562200,2784.948202,2356.007440,1982.500000,0.857299,316647.31961323,6276179.54552307
504.433300,2860.294669,2274.635635,1486.000000,0.855902,316647.31961323,6276169.54552307
504.301000,2710.482228,2523.384527,1833.333333,0.852798,316647.31961323,6276159.54552307
504.093050,2527.196045,2267.151056,2100.000000,0.855856,316647.31961323,6276149.54552307
503.874900,2732.721398,2844.069875,2092.000000,0.855041,316647.31961323,6276139.54552307
503.721700,2995.848758,3201.214662,2185.666667,0.854036,316647.31961323,6276129.54552307
503.564300,3111.027769,2842.938155,2881.400000,0.854245,316647.31961323,6276119.54552307
503.406400,2724.114502,2786.411115,2564.333333,0.850880,316647.31961323,6276109.54552307
503.181950,3301.808521,2895.169850,3245.600000,0.851838,316647.31961323,6276099.54552307
502.967800,3162.881592,3065.131525,2954.000000,0.856061,316647.31961323,6276089.54552307
502.820100,3318.958491,2818.881419,3312.166667,0.850054,316647.31961323,6276079.54552307
502.647100,3244.782107,2903.234206,3409.333333,0.847953,316647.31961323,6276069.54552307
502.466300,3431.480948,3053.098669,3226.000000,0.846847,316647.31961323,6276059.54552307
502.218500,3249.009462,2931.157936,3038.500000,0.848311,316647.31961323,6276049.54552307
502.001600,3380.647048,3001.847295,2913.285714,0.847500,316647.31961323,6276039.54552307
501.873300,3356.492364,2709.595069,2457.666667,0.842917,316647.31961323,6276029.54552307
501.746000,3195.491612,3164.301302,2433.000000,0.842844,316647.31961323,6276019.54552307
501.562200,3274.931175,3238.054685,2327.333333,0.844925,316647.31961323,6276009.54552307
501.326400,3099.583305,3225.770623,2242.666667,0.831150,316647.31961323,6275999.54552307
501.137600,3384.910863,3544.335230,2247.333333,0.789204,316647.31961323,6275989.54552307
501.020700,3209.781693,3197.697795,2400.600000,0.783427,316647.31961323,6275979.54552307
500.880100,2883.589883,3247.526062,2739.000000,0.804214,316647.31961323,6275969.54552307
500.699000,3004.637159,2878.185362,3002.166667,0.828048,316647.31961323,6275959.54552307
500.467900,2705.184128,3632.982279,3276.000000,0.815944,316647.31961323,6275949.54552307
500.071500,3449.311031,2732.123868,3006.200000,0.831185,316647.31961323,6275939.54552307
499.638500,3508.000844,2401.484883,2318.500000,0.844346,316647.31961323,6275929.54552307
499.345800,2863.569945,3583.491138,2137.750000,0.760322,316647.31961323,6275919.54552307
499.154500,1813.614011,3474.178615,2770.666667,0.435164,316647.31961323,6275909.54552307
499.612600,2404.651103,3409.999614,2843.384615,0.866083,316657.31961323,6276679.54552307
499.648400,3424.019268,2561.542911,2625.800000,0.855086,316657.31961323,6276669.54552307
499.684300,3624.352004,3404.625300,3327.000000,0.860138,316657.31961323,6276659.54552307
499.733100,3452.142978,3460.238217,3414.500000,0.869793,316657.31961323,6276649.54552307
499.801100,2809.820386,3284.608566,2927.000000,0.871314,316657.31961323,6276639.54552307
499.952950,3897.900577,2960.214892,4066.500000,0.870879,316657.31961323,6276629.54552307
500.144000,3636.044233,3151.519535,3200.727273,0.869967,316657.31961323,6276619.54552307
500.283800,3619.100051,3577.112353,2914.200000,0.868552,316657.31961323,6276609.54552307
500.423400,3693.128452,3229.042896,4241.000000,0.870937,316657.31961323,6276599.54552307
500.553500,3273.805889,3407.235067,3669.800000,0.871536,316657.31961323,6276589.54552307
500.676100,3626.235696,3834.337555,3057.166667,0.871265,316657.31961323,6276579.54552307
500.861750,3232.873899,3173.625889,3643.333333,0.872272,316657.31961323,6276569.54552307
501.056900,3734.181097,3603.108880,3017.666667,0.873816,316657.31961323,6276559.54552307
501.196000,3227.040425,3224.667334,3362.600000,0.868778,316657.31961323,6276549.54552307
501.343400,3671.437204,3248.290380,2896.250000,0.870310,316657.31961323,6276539.54552307
501.498400,3375.983082,3241.417177,2829.500000,0.870100,316657.31961323,6276529.54552307
501.745950,3627.861993,3556.209033,3111.800000,0.869192,316657.31961323,6276519.54552307
502.008400,3071.928894,3620.319301,2642.600000,0.872500,316657.31961323,6276509.54552307
502.192500,3308.603071,3321.777403,2525.200000,0.870471,316657.31961323,6276499.54552307
502.376900,3305.010368,3765.737215,3076.400000,0.869010,316657.31961323,6276489.54552307
502.529900,2524.618570,3475.710544,2471.714286,0.872298,316657.31961323,6276479.54552307
502.755450,3492.903663,3149.389551,2798.166667,0.868456,316657.31961323,6276469.54552307
502.986100,2559.208319,3805.751844,2651.818182,0.866509,316657.31961323,6276459.54552307
503.147000,3263.953779,2878.685526,2956.142857,0.864583,316657.31961323,6276449.54552307
503.322000,2484.130295,3446.140368,2593.200000,0.865749,316657.31961323,6276439.54552307
503.527400,3339.612207,3578.911064,2870.400000,0.866981,316657.31961323,6276429.54552307
503.858450,2366.372494,2909.143548,2466.000000,0.866064,316657.31961323,6276419.54552307
504.196300,3069.687789,3250.604101,2464.000000,0.861601,316657.31961323,6276409.54552307
504.416700,2561.786969,2866.477623,2126.000000,0.857608,316657.31961323,6276399.54552307
504.614700,3115.444661,3283.154366,2324.400000,0.852203,316657.31961323,6276389.54552307
504.755100,3059.258486,3394.028073,2531.571429,0.859410,316657.31961323,6276379.54552307
505.033300,2969.605513,3376.061982,2931.200000,0.866758,316657.31961323,6276359.54552307
505.188700,2119.635465,2926.084061,2599.800000,0.858582,316657.31961323,6276349.54552307
505.285100,2988.661466,3006.587952,2874.000000,0.861082,316657.31961323,6276339.54552307
505.372900,2249.342137,2875.905572,2606.500000,0.855875,316657.31961323,6276329.54552307
505.458700,2781.756898,2507.486092,2592.333333,0.851276,316657.31961323,6276319.54552307
505.581650,2454.203106,2826.900572,2533.250000,0.849599,316657.31961323,6276309.54552307
505.681400,3043.980488,3335.107827,2094.400000,0.854930,316657.31961323,6276299.54552307
505.706400,2916.254853,2625.745636,1942.750000,0.857451,316657.31961323,6276289.54552307
505.710900,2456.184698,2409.071044,2168.400000,0.855461,316657.31961323,6276279.54552307
505.702600,2419.969540,2719.689178,1901.800000,0.858501,316657.31961323,6276269.54552307
505.671650,2167.632615,2575.549547,2088.400000,0.853316,316657.31961323,6276259.54552307
505.626200,2729.057543,2528.190278,1794.500000,0.854049,316657.31961323,6276249.54552307
505.586500,1989.170463,2701.567175,1493.000000,0.854435,316657.31961323,6276239.54552307
505.535400,2871.823637,2502.187002,2000.000000,0.854122,316657.31961323,6276229.54552307
505.466500,2354.801096,2646.982522,2167.500000,0.850557,316657.31961323,6276219.54552307
505.329400,2747.661926,2488.260986,1681.166667,0.848031,316657.31961323,6276209.54552307
