Alt,Rto09,Rto11,Rto13,NDVI17,xcoord,ycoord
505.624950,2324.964423,2343.247963,1704.800000,0.842431,316687.31961323,6276159.54552307
505.411275,2443.216530,2575.838587,1586.800000,0.848848,316687.31961323,6276149.54552307
505.161900,2736.996688,2296.026035,1558.500000,0.851233,316687.31961323,6276139.54552307
504.980450,2506.534875,2463.192919,1684.200000,0.848553,316687.31961323,6276129.54552307
504.803550,2577.189552,2598.677833,1858.200000,0.846384,316687.31961323,6276119.54552307
504.630000,2758.963900,2751.462636,2237.666667,0.850791,316687.31961323,6276109.54552307
504.375600,2884.986182,2810.385708,2587.750000,0.852289,316687.31961323,6276099.54552307
504.118950,2705.213569,2710.852402,2710.000000,0.851646,316687.31961323,6276089.54552307
503.941450,2878.185239,2592.078967,3147.600000,0.849050,316687.31961323,6276079.54552307
503.725700,3160.045796,2932.003494,4678.800000,0.854972,316687.31961323,6276069.54552307
503.496500,3151.846962,2935.605369,3301.000000,0.852015,316687.31961323,6276059.54552307
503.146125,2952.964936,2906.819312,4246.750000,0.858146,316687.31961323,6276049.54552307
502.810350,2900.006816,3043.439090,2088.600000,0.859922,316687.31961323,6276039.54552307
502.595150,2860.808524,3148.886179,2328.300000,0.857933,316687.31961323,6276029.54552307
502.436800,3270.731671,2751.978926,2467.600000,0.860074,316687.31961323,6276019.54552307
502.292250,2852.137556,3375.219297,1849.000000,0.860882,316687.31961323,6276009.54552307
502.074750,2460.219061,2624.802218,2104.166667,0.857419,316687.31961323,6275999.54552307
501.837250,3207.617901,2629.388436,2303.600000,0.855733,316687.31961323,6275989.54552307
501.679800,3562.400689,2085.845032,1874.300000,0.849033,316687.31961323,6275979.54552307
501.565100,2783.343859,2922.838990,1952.272727,0.844277,316687.31961323,6275969.54552307
501.370750,2736.100699,3357.437890,3127.833333,0.843393,316687.31961323,6275959.54552307
501.147200,2816.940995,3451.035366,3062.600000,0.847048,316687.31961323,6275949.54552307
500.337350,3341.266134,2783.305476,2697.500000,0.853471,316687.31961323,6275929.54552307
500.056950,2786.492929,4423.407201,3404.800000,0.781372,316687.31961323,6275919.54552307
499.792550,3590.883821,4098.756553,3468.000000,0.470341,316687.31961323,6275909.54552307
499.993100,1783.306101,3003.590258,3285.166667,0.846655,316697.31961323,6276689.54552307
500.081900,2142.368465,3525.736499,3152.600000,0.872955,316697.31961323,6276679.54552307
500.166700,3624.144262,3607.121377,2891.000000,0.867292,316697.31961323,6276669.54552307
500.220500,3430.211868,3726.341604,2980.600000,0.867900,316697.31961323,6276659.54552307
500.275500,2868.645065,3210.301521,3602.000000,0.871482,316697.31961323,6276649.54552307
500.339500,3116.195760,3086.987703,3311.500000,0.867771,316697.31961323,6276639.54552307
500.469550,3180.834842,2851.593733,3177.454545,0.866274,316697.31961323,6276629.54552307
500.610700,3536.035122,3400.031365,2616.000000,0.861006,316697.31961323,6276619.54552307
500.701400,3308.281448,3414.630376,3204.400000,0.866645,316697.31961323,6276609.54552307
500.792000,3217.450986,3165.929469,2942.833333,0.872628,316697.31961323,6276599.54552307
500.918900,3069.663277,3456.332447,3100.000000,0.870801,316697.31961323,6276589.54552307
501.044300,3299.278261,3490.975961,3297.833333,0.868459,316697.31961323,6276579.54552307
501.216950,3585.890941,3559.673288,2900.166667,0.869824,316697.31961323,6276569.54552307
501.376900,3376.762905,3550.246986,3028.833333,0.871601,316697.31961323,6276559.54552307
501.486800,3418.300478,2766.588222,2951.600000,0.871413,316697.31961323,6276549.54552307
501.624100,3388.649238,3739.191740,3273.444444,0.870272,316697.31961323,6276539.54552307
501.770700,3495.442176,3367.084900,3102.000000,0.869038,316697.31961323,6276529.54552307
501.994600,3210.728438,3302.713000,3020.800000,0.870155,316697.31961323,6276519.54552307
502.222700,3495.050046,3941.403916,2940.000000,0.869034,316697.31961323,6276509.54552307
502.379100,3570.484608,3528.255934,2523.750000,0.871125,316697.31961323,6276499.54552307
502.537400,3095.080703,3516.914376,2846.750000,0.869368,316697.31961323,6276489.54552307
502.697600,3147.373359,3656.133817,3470.400000,0.870926,316697.31961323,6276479.54552307
502.943350,3298.859848,3259.790695,2530.571429,0.871274,316697.31961323,6276469.54552307
503.200400,3296.595046,3288.581273,2513.555556,0.869658,316697.31961323,6276459.54552307
503.384900,3053.929663,3213.969305,2367.200000,0.870376,316697.31961323,6276449.54552307
503.585500,3020.339607,2967.883325,2454.400000,0.869760,316697.31961323,6276439.54552307
503.797900,3100.601431,3143.779813,2203.000000,0.865747,316697.31961323,6276429.54552307
504.132400,3285.979164,2843.382874,2350.800000,0.869500,316697.31961323,6276419.54552307
504.472400,2952.030373,3098.514818,2317.000000,0.866143,316697.31961323,6276409.54552307
504.688900,2919.572765,2992.345380,2418.400000,0.857143,316697.31961323,6276399.54552307
504.884000,3064.742434,3085.858334,2180.000000,0.855380,316697.31961323,6276389.54552307
505.063700,3004.289091,3043.782831,2628.400000,0.861068,316697.31961323,6276379.54552307
505.497250,2879.751440,3042.473000,3169.200000,0.866135,316697.31961323,6276359.54552307
505.764500,3018.864532,3334.485147,3051.250000,0.868869,316697.31961323,6276349.54552307
505.945500,2995.706187,2804.849176,3062.000000,0.867283,316697.31961323,6276339.54552307
506.125500,2882.696973,3104.901755,3144.500000,0.863079,316697.31961323,6276329.54552307
506.302600,2751.203949,2836.745576,2338.000000,0.859260,316697.31961323,6276319.54552307
506.538300,2827.216119,2901.991790,2292.500000,0.862086,316697.31961323,6276309.54552307
506.697200,2990.747055,2921.223676,2144.250000,0.860672,316697.31961323,6276299.54552307
506.758100,2633.661371,2621.746482,1730.000000,0.856531,316697.31961323,6276289.54552307
506.808800,2733.591500,2396.604740,1524.400000,0.853232,316697.31961323,6276279.54552307
506.857300,2454.619440,2212.499418,1568.200000,0.847527,316697.31961323,6276269.54552307
506.918050,2343.032108,2343.328357,1476.111111,0.850908,316697.31961323,6276259.54552307
506.944500,2329.797805,2192.153998,1316.400000,0.846690,316697.31961323,6276249.54552307
506.935900,1930.038223,2078.466543,1478.400000,0.839035,316697.31961323,6276239.54552307
506.898100,2020.017633,2198.857173,1502.000000,0.843799,316697.31961323,6276229.54552307
506.848900,2141.966721,2339.973103,1740.000000,0.843695,316697.31961323,6276219.54552307
506.741650,2659.767448,2436.324689,1504.800000,0.836743,316697.31961323,6276209.54552307
506.587000,2346.724166,2056.183597,1578.000000,0.841639,316697.31961323,6276199.54552307
506.458400,2317.026259,2812.441145,2194.600000,0.841065,316697.31961323,6276189.54552307
506.314100,2673.048246,2167.601662,1702.454545,0.826559,316697.31961323,6276179.54552307
506.166200,2367.298108,2534.895826,1227.000000,0.825875,316697.31961323,6276169.54552307
506.019600,2130.864209,2224.779900,1887.200000,0.833597,316697.31961323,6276159.54552307
505.795200,2708.879139,2537.911485,1572.800000,0.840560,316697.31961323,6276149.54552307
505.538700,2710.364890,2416.383554,1600.600000,0.844701,316697.31961323,6276139.54552307
505.356500,2674.034687,2777.950049,1485.800000,0.842387,316697.31961323,6276129.54552307
505.179000,2639.448651,2423.406144,2002.400000,0.837702,316697.31961323,6276119.54552307
505.005300,2576.059054,2467.225861,1927.200000,0.842757,316697.31961323,6276109.54552307
504.752050,2891.853360,2864.507166,2154.666667,0.850962,316697.31961323,6276099.54552307
504.499200,2933.437604,2635.205010,2554.200000,0.854305,316697.31961323,6276089.54552307
504.287500,2862.504497,2706.839525,2977.200000,0.852399,316697.31961323,6276079.54552307
504.055300,3003.493188,2837.596359,3947.200000,0.856552,316697.31961323,6276069.54552307
503.814800,3057.910753,2839.140134,3582.800000,0.853792,316697.31961323,6276059.54552307
503.431200,2868.039519,2792.705339,3079.600000,0.858273,316697.31961323,6276049.54552307
503.061000,2986.496483,2943.634014,2361.750000,0.859982,316697.31961323,6276039.54552307
502.854900,3182.768884,3229.363572,1835.142857,0.857933,316697.31961323,6276029.54552307
502.683900,2726.387801,2125.804210,1518.333333,0.860074,316697.31961323,6276019.54552307
502.528200,2929.655321,2930.388493,2026.333333,0.860882,316697.31961323,6276009.54552307
502.303700,2654.785950,3528.598856,2004.333333,0.854990,316697.31961323,6275999.54552307
502.037600,2889.606715,2785.779358,2412.200000,0.856486,316697.31961323,6275989.54552307
501.855900,1508.082975,2268.194046,2134.625000,0.852556,316697.31961323,6275979.54552307
501.706100,3585.731551,2595.094756,2075.333333,0.846937,316697.31961323,6275969.54552307
501.523800,2693.561981,2912.455645,2079.800000,0.842409,316697.31961323,6275959.54552307
501.311200,3051.388282,3356.534411,2751.000000,0.842409,316697.31961323,6275949.54552307
500.523000,2611.540540,3067.765712,2674.166667,0.859043,316697.31961323,6275929.54552307
500.246800,2341.234061,3105.214342,3254.454545,0.862622,316697.31961323,6275919.54552307
500.088300,3014.391782,2717.509934,2803.666667,0.854081,316707.31961323,6276689.54552307
500.187150,1789.858532,3759.015854,2954.666667,0.871059,316707.31961323,6276679.54552307
500.287200,3315.263127,3593.658677,2577.200000,0.869895,316707.31961323,6276669.54552307
500.353300,3479.610111,3563.330258,2670.000000,0.869650,316707.31961323,6276659.54552307
500.419700,2781.872675,3024.394812,3089.800000,0.868288,316707.31961323,6276649.54552307
500.489600,3043.499192,3164.039785,3001.800000,0.869365,316707.31961323,6276639.54552307
500.611050,3154.471858,3175.760146,2941.400000,0.868578,316707.31961323,6276629.54552307
500.742700,3206.540400,3547.078598,2554.200000,0.857704,316707.31961323,6276619.54552307
500.832100,3203.385756,3145.316100,2973.200000,0.852256,316707.31961323,6276609.54552307
500.925900,3397.947519,3295.519355,2884.200000,0.866300,316707.31961323,6276599.54552307
501.039800,3162.138418,3082.381050,3490.400000,0.870028,316707.31961323,6276589.54552307
501.158000,3558.918121,3585.396760,2898.200000,0.871625,316707.31961323,6276579.54552307
501.329050,3129.175374,3347.178257,2933.571429,0.873201,316707.31961323,6276569.54552307
501.491900,3318.612325,3575.712626,2949.166667,0.872985,316707.31961323,6276559.54552307
501.600900,3298.978166,3550.260587,3201.625000,0.874940,316707.31961323,6276549.54552307
501.721400,3287.489112,3498.298656,3006.750000,0.873230,316707.31961323,6276539.54552307
501.849300,3063.406725,3316.686291,3160.400000,0.868150,316707.31961323,6276529.54552307
502.049850,3351.711607,3337.243423,3014.000000,0.866645,316707.31961323,6276519.54552307
502.261200,3385.043308,3448.206207,2907.750000,0.869416,316707.31961323,6276509.54552307
502.412700,3435.994824,3420.973053,2387.800000,0.871072,316707.31961323,6276499.54552307
502.570100,3296.314642,3757.867005,2910.400000,0.873255,316707.31961323,6276489.54552307
502.731100,3302.794887,3658.597377,2927.000000,0.870759,316707.31961323,6276479.54552307
502.979700,3185.402904,3193.738323,2555.400000,0.870894,316707.31961323,6276469.54552307
503.241100,3474.778222,3301.876304,2678.750000,0.870851,316707.31961323,6276459.54552307
503.429500,3047.995225,3106.842729,2524.833333,0.868525,316707.31961323,6276449.54552307
503.631400,3121.908197,3125.454080,2612.500000,0.870147,316707.31961323,6276439.54552307
503.844900,3040.751522,3073.017845,2234.000000,0.868749,316707.31961323,6276429.54552307
504.182700,2890.810884,3012.596548,2535.000000,0.869783,316707.31961323,6276419.54552307
504.529300,3156.354111,2911.699227,2384.750000,0.867205,316707.31961323,6276409.54552307
504.750700,3039.002080,2934.403294,2588.200000,0.858526,316707.31961323,6276399.54552307
504.938800,3064.323062,3280.988934,2350.400000,0.856552,316707.31961323,6276389.54552307
505.114700,3015.297661,2995.241451,2519.000000,0.861068,316707.31961323,6276379.54552307
505.561950,2786.899274,2667.425174,3028.400000,0.866135,316707.31961323,6276359.54552307
505.846100,2928.115352,3056.708379,2869.400000,0.870012,316707.31961323,6276349.54552307
506.042100,3155.848841,3211.784895,3137.700000,0.868316,316707.31961323,6276339.54552307
506.243200,2919.913235,3214.304493,3026.500000,0.862275,316707.31961323,6276329.54552307
506.448500,2607.862067,2673.459531,2530.200000,0.859636,316707.31961323,6276319.54552307
506.735400,2833.307944,2917.502823,2512.800000,0.861522,316707.31961323,6276309.54552307
506.905300,2795.750684,2764.535754,2026.400000,0.861343,316707.31961323,6276299.54552307
506.960800,2157.492204,2602.376432,1714.750000,0.860127,316707.31961323,6276289.54552307
507.015700,2246.641692,2419.974985,1361.600000,0.843621,316707.31961323,6276279.54552307
507.078200,2313.528654,2384.204557,1669.400000,0.835138,316707.31961323,6276269.54552307
507.165550,2237.920935,2234.106023,1598.400000,0.836942,316707.31961323,6276259.54552307
507.193200,2362.419587,1931.915042,1543.600000,0.840063,316707.31961323,6276249.54552307
507.172400,2108.404231,2139.765344,1461.200000,0.838659,316707.31961323,6276239.54552307
507.135300,2091.468872,2117.684650,1630.800000,0.837423,316707.31961323,6276229.54552307
507.091600,2501.845599,2321.093290,1728.800000,0.835726,316707.31961323,6276219.54552307
506.993550,2015.850834,2337.830636,1721.000000,0.832274,316707.31961323,6276209.54552307
506.835100,2638.113992,2204.629107,1450.166667,0.806851,316707.31961323,6276199.54552307
506.701000,3317.219112,2932.005997,1696.500000,0.794279,316707.31961323,6276189.54552307
506.558300,1569.691075,1892.326309,1655.800000,0.820535,316707.31961323,6276179.54552307
506.413000,2486.646879,2829.443051,1049.000000,0.822502,316707.31961323,6276169.54552307
506.266100,2013.282310,2253.924384,1868.600000,0.831499,316707.31961323,6276159.54552307
506.033150,2460.575837,2518.096915,1413.600000,0.838209,316707.31961323,6276149.54552307
505.774700,2543.635995,2324.578636,1618.000000,0.841972,316707.31961323,6276139.54552307
505.598800,2698.324426,2442.915313,1467.200000,0.842918,316707.31961323,6276129.54552307
505.422500,2517.010339,2421.299029,2119.800000,0.839578,316707.31961323,6276119.54552307
505.245800,2600.936679,2400.938366,1790.000000,0.842115,316707.31961323,6276109.54552307
504.979750,2685.707889,2778.632674,2059.777778,0.851139,316707.31961323,6276099.54552307
504.701200,2719.088464,2598.851906,1867.400000,0.853072,316707.31961323,6276089.54552307
504.482300,3040.706966,2635.726839,2582.166667,0.853262,316707.31961323,6276079.54552307
504.248600,2924.482386,2807.725725,3253.500000,0.856730,316707.31961323,6276069.54552307
504.012900,3009.048269,2923.800459,3473.000000,0.853462,316707.31961323,6276059.54552307
503.624650,2927.721631,2768.308669,2917.400000,0.853838,316707.31961323,6276049.54552307
503.290600,2946.218605,2177.679283,2330.200000,0.853888,316707.31961323,6276039.54552307
503.064500,2473.486027,3337.187649,1449.400000,0.857654,316707.31961323,6276029.54552307
502.866100,2948.601493,3314.296619,2168.625000,0.859556,316707.31961323,6276019.54552307
502.687400,3162.423211,3237.171093,1906.166667,0.853632,316707.31961323,6276009.54552307
502.433200,3326.455733,3189.650700,1763.250000,0.847869,316707.31961323,6275999.54552307
501.966400,2986.903378,2315.388486,2636.818182,0.848206,316707.31961323,6275979.54552307
501.793800,3125.310784,2804.702328,2176.000000,0.834004,316707.31961323,6275969.54552307
501.620500,2847.056278,3173.718848,2245.666667,0.840486,316707.31961323,6275959.54552307
501.415500,2936.037329,3470.765543,2584.300000,0.846542,316707.31961323,6275949.54552307
500.633100,2098.738037,3242.164687,2560.000000,0.859043,316707.31961323,6275929.54552307
500.359900,2678.329774,3294.525406,2736.400000,0.862622,316707.31961323,6275919.54552307
500.189300,2475.858301,2644.896989,2507.285714,0.856861,316717.31961323,6276689.54552307
500.295500,1918.254292,3967.592548,2515.800000,0.870645,316717.31961323,6276679.54552307
500.408800,3361.597168,3425.852744,1965.600000,0.871979,316717.31961323,6276669.54552307
500.485900,3212.029178,3386.535681,2032.200000,0.871995,316717.31961323,6276659.54552307
500.561700,3166.365044,2959.099764,3017.750000,0.870549,316717.31961323,6276649.54552307
500.634300,2946.460127,2778.513674,2490.400000,0.867446,316717.31961323,6276639.54552307
500.751650,3141.838985,3027.327144,3040.900000,0.868311,316717.31961323,6276629.54552307
500.880900,3471.469194,3101.504098,2937.000000,0.864480,316717.31961323,6276619.54552307
500.972200,3594.900136,3554.203911,2778.200000,0.848680,316717.31961323,6276609.54552307
501.066300,3091.061342,2551.156480,3349.666667,0.861223,316717.31961323,6276599.54552307
501.171100,3118.733206,3613.476848,3130.750000,0.868687,316717.31961323,6276589.54552307
501.282200,3118.431851,3306.934051,3256.111111,0.869332,316717.31961323,6276579.54552307
501.450850,3395.293172,3467.129944,3546.000000,0.873510,316717.31961323,6276569.54552307
501.614100,3405.778946,3629.433803,3036.833333,0.873326,316717.31961323,6276559.54552307
501.716600,3279.445363,3209.407111,3448.500000,0.870262,316717.31961323,6276549.54552307
501.821700,3635.149258,3566.846618,3238.000000,0.871985,316717.31961323,6276539.54552307
501.931300,3307.699683,3644.625764,3519.250000,0.873972,316717.31961323,6276529.54552307
502.105800,3356.841177,3520.598280,3180.200000,0.869319,316717.31961323,6276519.54552307
502.297000,3312.675493,3334.742869,2931.000000,0.867992,316717.31961323,6276509.54552307
502.444700,3534.717439,3707.741259,2411.400000,0.870319,316717.31961323,6276499.54552307
502.602100,3211.010153,3569.683540,3111.600000,0.871882,316717.31961323,6276489.54552307
502.763900,3079.619378,3641.203498,2860.500000,0.871898,316717.31961323,6276479.54552307
503.013650,3289.655689,3122.030604,2683.000000,0.870768,316717.31961323,6276469.54552307
503.276900,3306.702222,3291.269343,2877.000000,0.869079,316717.31961323,6276459.54552307
503.468100,3089.058575,3086.223546,2701.400000,0.868161,316717.31961323,6276449.54552307
503.672100,2941.733754,3207.363064,3044.600000,0.869373,316717.31961323,6276439.54552307
503.886800,3090.023389,3110.236450,2598.500000,0.869937,316717.31961323,6276429.54552307
504.226350,2968.913234,3073.356446,2814.500000,0.869478,316717.31961323,6276419.54552307
504.578600,3086.644385,3479.504375,2566.000000,0.867025,316717.31961323,6276409.54552307
504.810300,3148.464627,3121.945468,2684.666667,0.866441,316717.31961323,6276399.54552307
504.985900,3258.504793,3071.280206,2605.833333,0.866758,316717.31961323,6276389.54552307
505.156800,3032.188701,2982.537966,2788.000000,0.867805,316717.31961323,6276379.54552307
505.616300,2569.765416,2843.510268,3006.000000,0.867380,316717.31961323,6276359.54552307
505.915800,2884.256113,3000.496927,2878.400000,0.862652,316717.31961323,6276349.54552307
506.123200,3049.285797,3081.569254,2917.875000,0.865371,316717.31961323,6276339.54552307
506.339200,2817.701352,2942.927965,3191.500000,0.863509,316717.31961323,6276329.54552307
506.566300,2805.966448,2774.211406,2808.250000,0.859918,316717.31961323,6276319.54552307
506.907750,2891.150808,2853.346028,2753.750000,0.859150,316717.31961323,6276309.54552307
507.080100,2706.823035,2820.476028,2078.500000,0.862031,316717.31961323,6276299.54552307
507.129200,2590.373844,2459.750239,1989.000000,0.860127,316717.31961323,6276289.54552307
507.191200,2362.601920,2139.561103,1429.000000,0.843621,316717.31961323,6276279.54552307
507.272100,2327.777135,2541.919242,1572.500000,0.835138,316717.31961323,6276269.54552307
507.400600,2564.168007,2313.986090,1532.142857,0.830481,316717.31961323,6276259.54552307
507.425500,2595.954903,2232.399473,1630.200000,0.838332,316717.31961323,6276249.54552307
507.388500,1900.888211,2174.752764,1548.833333,0.839730,316717.31961323,6276239.54552307
507.350500,2281.455500,2265.729760,1795.833333,0.838200,316717.31961323,6276229.54552307
507.238850,2145.338911,2424.023936,1668.600000,0.779037,316717.31961323,6276209.54552307
507.075500,2333.033472,2430.726249,1474.500000,0.683447,316717.31961323,6276199.54552307
506.935400,2327.486809,2216.897703,1837.000000,0.668942,316717.31961323,6276189.54552307
506.794500,2517.480426,2181.658320,1890.166667,0.660517,316717.31961323,6276179.54552307
506.653000,2774.629372,1740.274416,1471.600000,0.779223,316717.31961323,6276169.54552307
506.509500,1761.887582,2212.964284,1344.555556,0.829162,316717.31961323,6276159.54552307
506.276600,2425.070460,2433.985305,1421.600000,0.834406,316717.31961323,6276149.54552307
506.014400,2574.117504,2405.847439,1412.200000,0.839341,316717.31961323,6276139.54552307
505.843000,2576.166813,2540.949313,1451.000000,0.842654,316717.31961323,6276129.54552307
505.664700,2361.421909,2416.478463,1873.250000,0.844011,316717.31961323,6276119.54552307
505.481800,2408.155321,2519.182906,1771.285714,0.849189,316717.31961323,6276109.54552307
505.199150,2646.861577,2440.144514,2017.375000,0.850777,316717.31961323,6276099.54552307
504.898500,2715.127076,2650.856389,953.500000,0.850978,316717.31961323,6276089.54552307
504.666200,2867.456860,2663.116234,2530.900000,0.854329,316717.31961323,6276079.54552307
504.417400,3111.767231,2734.738685,3753.200000,0.854552,316717.31961323,6276069.54552307
504.169800,3162.320117,2959.227637,3458.000000,0.853120,316717.31961323,6276059.54552307
503.791400,3025.540048,2810.612521,2877.800000,0.855062,316717.31961323,6276049.54552307
503.467200,2444.171038,3017.451275,2772.500000,0.854312,316717.31961323,6276039.54552307
503.245500,3332.360094,3273.373270,2451.500000,0.854312,316717.31961323,6276029.54552307
503.035900,3388.113328,3479.047482,2582.000000,0.857605,316717.31961323,6276019.54552307
502.840200,3616.679774,3293.920259,2736.666667,0.850941,316717.31961323,6276009.54552307
502.093000,2875.677770,2818.550392,1835.428571,0.847379,316717.31961323,6275979.54552307
501.933400,3293.050314,3233.419862,1763.000000,0.835693,316717.31961323,6275969.54552307
501.742800,2837.882999,2952.551701,2283.800000,0.841206,316717.31961323,6275959.54552307
501.517000,2965.280102,3302.579664,2655.666667,0.848004,316717.31961323,6275949.54552307
500.730300,2701.800386,3165.392731,2593.714286,0.853591,316717.31961323,6275929.54552307
500.462100,3216.479241,3696.553141,2775.600000,0.864347,316717.31961323,6275919.54552307
500.289200,2904.364740,2778.680063,2623.166667,0.859488,316727.31961323,6276689.54552307
500.402800,2260.612116,3478.060276,2131.500000,0.872990,316727.31961323,6276679.54552307
500.528100,3066.601653,3477.664012,1653.833333,0.873052,316727.31961323,6276669.54552307
500.615500,3233.989743,3432.316515,1761.200000,0.871670,316727.31961323,6276659.54552307
500.700500,2971.187581,2663.839563,2120.800000,0.869412,316727.31961323,6276649.54552307
500.771800,2715.247730,2895.444793,2121.000000,0.867446,316727.31961323,6276639.54552307
500.885000,3158.337120,2871.927519,2868.600000,0.868311,316727.31961323,6276629.54552307
501.015300,3274.992824,3132.917730,2587.800000,0.864480,316727.31961323,6276619.54552307
501.110200,3025.987765,3305.277373,2845.000000,0.855844,316727.31961323,6276609.54552307
501.201600,3043.076019,2675.185915,3231.600000,0.864625,316727.31961323,6276599.54552307
501.299900,2844.737726,3218.051280,3484.400000,0.867831,316727.31961323,6276589.54552307
501.406400,3491.806267,3339.358786,3286.285714,0.866819,316727.31961323,6276579.54552307
501.574450,2892.783715,3445.093683,2897.600000,0.873410,316727.31961323,6276569.54552307
501.738800,2870.300549,3252.330536,3150.333333,0.875406,316727.31961323,6276559.54552307
501.830800,3348.339271,3237.982496,3598.125000,0.873718,316727.31961323,6276549.54552307
501.920700,3422.715977,3536.583792,3696.750000,0.871103,316727.31961323,6276539.54552307
502.013600,3248.409776,3686.033510,3347.000000,0.872686,316727.31961323,6276529.54552307
502.162000,3224.839300,3382.057595,3487.000000,0.872909,316727.31961323,6276519.54552307
502.329100,3345.745179,3184.546969,3021.800000,0.872162,316727.31961323,6276509.54552307
502.476200,3261.543981,3855.344226,3135.800000,0.871933,316727.31961323,6276499.54552307
502.634900,3112.714920,3690.904919,3160.250000,0.874394,316727.31961323,6276489.54552307
502.796900,3086.871391,3736.054052,3284.400000,0.873839,316727.31961323,6276479.54552307
503.044300,3432.183647,3566.464849,3209.100000,0.874299,316727.31961323,6276469.54552307
503.305600,3336.851025,3404.833265,2912.000000,0.872978,316727.31961323,6276459.54552307
503.499400,3360.419631,3090.641386,2644.200000,0.874176,316727.31961323,6276449.54552307
503.706000,3104.974477,3616.827016,2988.250000,0.874693,316727.31961323,6276439.54552307
503.921800,3149.697947,3214.518877,2673.500000,0.870914,316727.31961323,6276429.54552307
504.257850,3113.927061,3122.247118,2653.600000,0.870645,316727.31961323,6276419.54552307
504.598700,3194.819415,2892.814827,2647.000000,0.866309,316727.31961323,6276409.54552307
504.815900,3160.097131,3170.915896,2822.375000,0.868364,316727.31961323,6276399.54552307
505.002400,3323.041688,3397.237247,2898.800000,0.870762,316727.31961323,6276389.54552307
505.181100,3292.685608,3237.794049,3009.600000,0.870610,316727.31961323,6276379.54552307
505.658250,2876.025214,3079.166195,3393.400000,0.866276,316727.31961323,6276359.54552307
505.971700,2938.832323,3197.117631,2809.000000,0.864841,316727.31961323,6276349.54552307
506.183800,3030.185847,2989.048504,2941.571429,0.864851,316727.31961323,6276339.54552307
506.404700,2764.093141,2892.448948,3166.000000,0.863184,316727.31961323,6276329.54552307
506.635100,2861.519057,2687.071990,2837.000000,0.859201,316727.31961323,6276319.54552307
506.961750,2822.010888,2749.894794,2417.200000,0.857143,316727.31961323,6276309.54552307
507.163000,2814.159276,2914.964904,2066.000000,0.859232,316727.31961323,6276299.54552307
507.236600,2389.055977,2420.040141,1866.000000,0.854986,316727.31961323,6276289.54552307
507.315900,2243.157112,2488.544476,1758.200000,0.837502,316727.31961323,6276279.54552307
507.415600,2377.370028,1922.950483,1506.916667,0.830488,316727.31961323,6276269.54552307
507.594400,2243.927678,2420.943176,1634.333333,0.818716,316727.31961323,6276259.54552307
507.562000,2189.955014,2497.480665,1519.200000,0.831077,316727.31961323,6276239.54552307
507.526600,2055.038850,2009.151604,1820.833333,0.831663,316727.31961323,6276229.54552307
507.507200,2514.234260,2334.871177,1515.500000,0.830763,316727.31961323,6276219.54552307
507.449550,2301.837655,2567.720684,1457.750000,0.779037,316727.31961323,6276209.54552307
507.294900,2060.666441,2405.493763,1455.000000,0.683447,316727.31961323,6276199.54552307
507.156300,3262.027201,2386.220390,1739.166667,0.668942,316727.31961323,6276189.54552307
507.021500,3303.999285,2751.058708,1888.000000,0.660517,316727.31961323,6276179.54552307
506.887200,2399.923480,3468.481602,1253.000000,0.738144,316727.31961323,6276169.54552307
506.752100,2228.241782,2590.858709,1475.166667,0.826908,316727.31961323,6276159.54552307
506.532450,2461.597777,2474.169525,1173.800000,0.833635,316727.31961323,6276149.54552307
506.283900,2491.904162,2445.983933,1314.400000,0.838336,316727.31961323,6276139.54552307
506.099100,2570.721177,2406.031509,1384.800000,0.842366,316727.31961323,6276129.54552307
505.908200,2448.572421,2307.085592,1772.800000,0.843414,316727.31961323,6276119.54552307
505.714600,2556.463598,2436.232151,1701.181818,0.843414,316727.31961323,6276109.54552307
505.415350,2816.440675,2236.745484,2081.600000,0.850764,316727.31961323,6276099.54552307
505.102400,2764.938603,2547.129749,1113.400000,0.849208,316727.31961323,6276089.54552307
504.857500,2807.529833,2847.243184,2030.250000,0.851784,316727.31961323,6276079.54552307
504.596500,2837.861650,2811.783992,2998.444444,0.851248,316727.31961323,6276069.54552307
504.357800,2873.464006,2363.583669,2627.000000,0.855493,316727.31961323,6276059.54552307
503.991000,2499.242130,2611.465580,2996.000000,0.857051,316727.31961323,6276049.54552307
503.639900,2804.029442,2719.706800,2939.833333,0.857334,316727.31961323,6276039.54552307
503.412700,3222.099395,3027.735643,2697.111111,0.850920,316727.31961323,6276029.54552307
502.701950,2753.257092,2145.867127,2288.666667,0.837067,316727.31961323,6275999.54552307
502.434900,3097.942798,3081.020720,2476.000000,0.844258,316727.31961323,6275989.54552307
502.262400,3133.986695,2800.515167,2184.857143,0.851426,316727.31961323,6275979.54552307
502.098800,2805.457684,3298.713883,2176.400000,0.853184,316727.31961323,6275969.54552307
501.873800,2725.668787,3051.702896,2115.666667,0.853492,316727.31961323,6275959.54552307
501.614100,2730.156226,2780.128834,2514.500000,0.850902,316727.31961323,6275949.54552307
500.818800,2716.073338,3251.362622,2364.300000,0.854123,316727.31961323,6275929.54552307
500.558500,3203.834875,3690.676439,2753.500000,0.851800,316727.31961323,6275919.54552307
500.428550,2320.531364,2848.723049,2489.000000,0.860921,316737.31961323,6276689.54552307
500.554050,2199.781106,3273.242319,2354.600000,0.874275,316737.31961323,6276679.54552307
