X,Y,Lote,Rto,N,Z
416669.710987461,6304623.08942132,LP08,6487.234,0,2
416671.924541291,6304623.09738779,LP08,6528.085,0,2
416674.14749079,6304623.09434655,LP08,6363.617,0,2
416676.370440275,6304623.0913048,LP08,6292.872,0,2
416678.602499124,6304623.11051709,LP08,6621.915,0,2
416680.825353153,6304623.11856157,LP08,6187.234,0,2
416683.066712233,6304623.13785288,LP08,6330.745,0,2
416685.28036142,6304623.13472904,LP08,6035.745,0,2
416687.484614926,6304623.14261191,LP08,6640.532,0,2
416689.68886842,6304623.15049427,LP08,6245.106,0,2
416691.902326734,6304623.16954342,LP08,6541.489,0,2
416694.11578504,6304623.18859206,LP08,6396.596,0,2
416696.319847685,6304623.21864741,LP08,6492.872,0,2
416698.524196556,6304623.21544051,LP08,6128.085,0,2
416700.728354598,6304623.23440761,LP08,6289.681,0,2
416702.94209909,6304623.22019248,LP08,6060.213,0,2
416705.146257114,6304623.23915857,LP08,6331.702,0,2
416707.378411265,6304623.24727698,LP08,6016.915,0,1
416709.610565404,6304623.25539487,LP08,6226.064,0,1
416711.833419289,6304623.26343223,LP08,6035.745,0,1
416714.075064432,6304623.24945461,LP08,6126.383,0,1
416716.33502388,6304623.26889825,LP08,6075.745,0,1
416718.585778462,6304623.2771741,LP08,6194.149,0,1
416720.82723279,6304623.28536942,LP08,6034.043,0,1
416723.087287595,6304623.29372423,LP08,6226.809,0,1
416725.328646522,6304623.31300576,LP08,5970.532,0,1
416727.560800574,6304623.32111951,LP08,6445.106,0,1
416729.830155592,6304623.32955275,LP08,6061.17,0,1
416732.090401096,6304623.31573096,LP08,6383.723,0,1
416734.3411556,6304623.32400315,LP08,6183.191,0,1
416736.564009358,6304623.33203483,LP08,6521.383,0,1
416738.82396872,6304623.35147322,LP08,6407.66,0,1
416741.056027344,6304623.37067111,LP08,6420.957,0,1
416743.31617741,6304623.36793395,LP08,6444.681,0,1
416745.55753626,6304623.38721079,LP08,6538.936,0,1
416747.808290702,6304623.39547985,LP08,6543.936,0,1
416750.040539994,6304623.39250117,LP08,6552.766,0,1
416752.281994166,6304623.4006892,LP08,6310.532,0,1
416754.532748572,6304623.40895669,LP08,6176.702,0,1
416756.783598309,6304623.40613641,LP08,6251.596,0,1
416759.034257351,6304623.42549011,LP08,6284.574,0,1
416761.27571148,6304623.43367606,LP08,6678.085,0,1
416763.517260933,6304623.43077424,LP08,6495.638,0,1
416765.749414792,6304623.43887919,LP08,6727.872,0,1
416768.00016913,6304623.44714355,LP08,6259.468,0,1
416770.251018782,6304623.44432013,LP08,6636.277,0,1
416772.483172607,6304623.45242353,LP08,6491.596,0,1
416774.733736266,6304623.48286083,LP08,6649.468,0,1
416776.965794755,6304623.50205044,LP08,6405.532,0,1
416779.216263093,6304623.54357394,LP08,6612.128,0,1
416781.45762182,6304623.56284247,LP08,6214.255,0,1
416783.68987092,6304623.55985603,LP08,6239.894,0,1
416785.912629142,6304623.57896363,LP08,6035.745,0,1
416788.154273764,6304623.56496885,LP08,6060.426,0,1
416790.386522817,6304623.56198087,LP08,5617.234,0,1
416792.618771855,6304623.55899237,LP08,5956.809,0,1
416794.869716662,6304623.54507598,LP08,5787.766,0,1
416797.120184968,6304623.58659532,LP08,6436.277,0,1
416799.361829503,6304623.57259795,LP08,6027.447,0,1
416801.59398319,6304623.58069463,LP08,6122.872,0,1
416803.835532399,6304623.57778348,LP08,5981.277,0,1
416806.076986304,6304623.58595906,LP08,6159.255,0,1
416808.327931009,6304623.57203954,LP08,5902.128,0,1
416810.569194328,6304623.60238858,LP08,6627.553,0,1
416812.820139001,6304623.58846802,LP08,6429.681,0,1
416815.061592858,6304623.59664151,LP08,6684.681,0,1
416817.284446219,6304623.60465466,LP08,6619.468,0,1
416819.516695081,6304623.60165996,LP08,6680.319,0,1
416821.76735388,6304623.62099907,LP08,6482.447,0,1
416824.01801267,6304623.64033766,LP08,6968.191,0,1
416826.277971699,6304623.65975562,LP08,6638.617,0,1
416828.50092027,6304623.65667894,LP08,6597.66,0,1
416830.770274782,6304623.66508852,LP08,6263.83,0,1
416833.030519549,6304623.65124317,LP08,6148.404,0,1
416835.29057379,6304623.65957178,LP08,6268.191,0,1
416837.532027535,6304623.66774008,LP08,6407.66,0,1
416839.764085779,6304623.68691521,LP08,6511.489,0,1
416842.005444261,6304623.70616971,LP08,6469.255,0,1
416844.256293462,6304623.70332909,LP08,6581.383,0,1
416846.525552654,6304623.72282223,LP08,6405.426,0,1
416848.7485011,6304623.7197409,LP08,6502.234,0,1
416850.99915979,6304623.73907321,LP08,6365.957,0,1
416853.249818475,6304623.758405,LP08,6277.979,0,1
416855.491367369,6304623.75548188,LP08,6135.106,0,1
416857.73282102,6304623.7636455,LP08,6141.702,0,1
416859.983479679,6304623.78297572,LP08,6183.511,0,1
416862.243533795,6304623.79129804,LP08,6267.021,0,1
416864.475687173,6304623.79938022,LP08,6157.128,0,1
416866.717235999,6304623.79645451,LP08,6196.702,0,1
416868.967989838,6304623.8046954,LP08,6229.681,0,1
416871.200047969,6304623.82386328,LP08,6447.234,0,1
416873.450896996,6304623.82101587,LP08,6304.362,0,1
416875.692255354,6304623.84026258,LP08,6242.872,0,1
416877.933613705,6304623.85950876,LP08,6189.149,0,1
416880.175162452,6304623.85657994,LP08,6460.426,0,1
416882.407410942,6304623.85357073,LP08,6259.787,0,1
416884.667369749,6304623.87297507,LP08,6135.319,0,1
416886.90882326,6304623.88113193,LP08,6532.979,0,1
416889.140881327,6304623.90029567,LP08,6895.745,0,1
416891.382430007,6304623.89736425,LP08,6744.043,0,1
416893.623788299,6304623.9166068,LP08,6860.532,0,1
416895.874256462,6304623.95810318,LP08,6702.234,0,1
416898.097204626,6304623.95501051,LP08,6531.383,0,1
416900.35735374,6304623.95223669,LP08,6612.128,0,1
416902.589506936,6304623.96031008,LP08,6570.319,0,1
416904.840450951,6304623.94636813,LP08,6352.766,0,1
416907.091299775,6304623.9435129,LP08,6496.915,0,1
416909.332753173,6304623.95166457,LP08,6604.255,0,1
416911.583411637,6304623.97098279,LP08,6551.383,0,1
416913.833974935,6304624.00138774,LP08,6407.66,0,1
416916.084633389,6304624.02070492,LP08,6440.638,0,1
416918.335482152,6304624.01784707,LP08,6407.66,0,1
416920.567635262,6304624.02591632,LP08,6460.745,0,1
416922.799978664,6304624.01181056,LP08,6661.702,0,1
416925.041431988,6304624.01995859,LP08,6517.66,0,1
416927.282695009,6304624.0502806,LP08,6649.468,0,1
416929.533448557,6304624.0585074,LP08,6526.383,0,1
416931.765696753,6304624.05548681,LP08,6648.404,0,1
416934.025845657,6304624.05270513,LP08,6952.34,0,1
416936.267298927,6304624.06085056,LP08,6974.787,0,1
416938.517957292,6304624.08016252,LP08,6987.979,0,1
416940.759505673,6304624.07721966,LP08,6977.021,0,1
416943.000863781,6304624.09645078,LP08,6792.34,0,1
416945.251522123,6304624.11576118,LP08,6431.915,0,1
416947.474469985,6304624.11265718,LP08,6356.915,0,1
416949.71592319,6304624.12079949,LP08,6279.681,0,1
416951.957471504,6304624.11785404,LP08,6502.234,0,1
416954.208320042,6304624.11498786,LP08,6416.383,0,1
416956.440472968,6304624.12304883,LP08,6716.809,0,1
416958.672530774,6304624.14219654,LP08,6697.021,0,1
416960.913983923,6304624.15033627,LP08,6858.191,0,1
416963.146041713,6304624.16948294,LP08,6783.617,0,1
416965.387494843,6304624.17762163,LP08,6882.553,0,1
416967.638343302,6304624.17475232,LP08,6765.957,0,1
416969.889191744,6304624.1718825,LP08,6713.191,0,1
416972.1212495,6304624.1910271,LP08,6829.468,0,1
416974.371907731,6304624.21033073,LP08,6932.66,0,1
416976.594855415,6304624.20722004,LP08,6799.894,0,1
416978.817707993,6304624.21519609,LP08,6807.34,0,1
416981.059065959,6304624.2344184,LP08,6631.915,0,2
416983.30981924,6304624.2426327,LP08,6871.383,0,2
416985.53267179,6304624.2506072,LP08,6759.362,0,2
416987.764919646,6304624.24757371,LP08,6630.745,0,2
416989.997072412,6304624.25562694,LP08,6573.298,0,2
416992.229320239,6304624.25259242,LP08,6580,0,2
416994.461377911,6304624.27173187,LP08,6555.638,0,2
416996.69362571,6304624.26869632,LP08,6429.787,0,2
416998.91647819,6304624.27666775,LP08,6526.915,0,2
417001.139330658,6304624.28463868,LP08,6507.128,0,2
417003.371673476,6304624.27051434,LP08,6370.213,0,2
417005.612936284,6304624.3008182,LP08,6575.532,0,2
417007.835693665,6304624.31987484,LP08,6670.532,0,2
417010.06775128,6304624.33901069,LP08,6683.723,0,2
417012.281303461,6304624.34689933,LP08,6621.702,0,2
417014.494855628,6304624.35478746,LP08,6338.723,0,2
417016.736498594,6304624.34073976,LP08,6445.106,0,3
417018.959255935,6304624.35979384,LP08,6623.936,0,3
417021.200613749,6304624.37900685,LP08,6504.468,0,3
417023.43286139,6304624.37596513,LP08,6220,0,3
417025.637113262,6304624.38377099,LP08,6133.723,0,3
417027.850570331,6304624.40274332,LP08,5917.66,0,3
417030.092118173,6304624.39977978,LP08,5616.383,0,3
417032.333475945,6304624.41899021,LP08,5169.043,0,3
417034.574928735,6304624.42711288,LP08,4849.149,0,3
417036.816476536,6304624.42414778,LP08,4460.106,0,3
417039.03942384,6304624.42102275,LP08,4681.064,0,3
417041.252975874,6304624.42890476,LP08,4482.766,0,4
417043.48522339,6304624.42585842,LP08,4580.957,0,4
417045.717280868,6304624.44498605,LP08,4976.915,0,4
417047.96784381,6304624.47535981,LP08,5135,0,4
417050.218691769,6304624.4724713,LP08,4910.745,0,4
417052.450939232,6304624.46942289,LP08,4809.574,0,4
417054.645890722,6304624.47714246,LP08,4587.34,0,4
417056.803641244,6304624.48454278,LP08,5293.83,0,4
417058.970691994,6304624.4920223,LP08,4928.511,0,4
417061.137742736,6304624.49950134,LP08,5012.447,0,4
417063.286287978,6304624.49573329,LP08,4990.319,0,4
417065.481334402,6304624.49236315,LP08,5136.277,0,4
417067.666700626,6304624.53326182,LP08,4808.723,0,4
417069.824641056,6304624.51848475,LP08,4690.213,0,4
417072.010197238,6304624.53720795,LP08,4544.468,0,4
417074.186643134,6304624.53367649,LP08,4826.383,0,4
417076.362899061,6304624.55231904,LP08,4912.66,0,4
417078.557945409,6304624.54894594,LP08,4798.617,0,4
417080.743596531,6304624.55657992,LP08,4756.809,0,4
417082.919947404,6304624.56413374,LP08,5082.021,0,4
417085.124198983,6304624.57192606,LP08,5006.702,0,4
417087.346956064,6304624.59096443,LP08,4681.064,0,4
417089.560412902,6304624.60992264,LP08,4765.745,0,4
417091.774154608,6304624.59561861,LP08,4928.404,0,4
417093.969010949,6304624.61441651,LP08,5239.468,0,4
417096.163867285,6304624.6332139,LP08,5035.851,0,4
417098.386814232,6304624.63007525,LP08,5411.915,0,4
417100.591160686,6304624.6267768,LP08,5564.043,0,4
417102.795507125,6304624.62347784,LP08,5826.277,0,4
417104.999663661,6304624.64235288,LP08,5593.085,0,4
417107.213215372,6304624.65021981,LP08,5797.34,0,4
417109.426672133,6304624.66917347,LP08,5523.298,0,4
417111.593722632,6304624.67664122,LP08,5690.851,0,4
417113.779373597,6304624.68426774,LP08,5416.277,0,4
417115.983530098,6304624.70314027,LP08,5767.66,0,4
417118.178576211,6304624.69975819,LP08,5615.532,0,4
417120.364322069,6304624.69629598,LP08,6351.383,0,4
417122.559368152,6304624.6929129,LP08,6110.426,0,3
417124.754224376,6304624.71170381,LP08,6256.383,0,3
417126.949175514,6304624.71940698,LP08,6021.596,0,3
417129.116131012,6304624.73795805,LP08,6182.021,0,3
417131.310987216,6304624.75674748,LP08,5802.553,0,3
417133.505843417,6304624.7755364,LP08,5787.872,0,3
417135.69158919,6304624.77207073,LP08,5583.511,0,3
417137.886635185,6304624.76868418,LP08,6103.404,0,3
417140.072286024,6304624.77630476,LP08,5847.766,0,3
417142.25784195,6304624.7950121,LP08,5776.702,0,3
417144.443587668,6304624.79154445,LP08,5845.426,0,3
417146.638538713,6304624.79924316,LP08,5729.681,0,3
417148.842884878,6304624.79593372,LP08,5568.511,0,3
417151.037930789,6304624.79254418,LP08,5425.319,0,3
417153.25157716,6304624.78931334,LP08,5619.043,0,3
417155.446528155,6304624.79701005,LP08,5723.511,0,3
417157.632084018,6304624.81571391,LP08,5602.128,0,3
417159.845635469,6304624.8235688,LP08,5795.106,0,3
417162.05918691,6304624.83142319,LP08,5643.617,0,3
417164.244742751,6304624.85012556,LP08,5782.234,0,3
417166.448899062,6304624.86898661,LP08,5678.191,0,3
417168.653245108,6304624.86567266,LP08,5850.745,0,3
417170.876001879,6304624.88469185,LP08,5790.638,0,3
417173.080347899,6304624.88137689,LP08,5550.638,0,3
417175.284693902,6304624.87806143,LP08,6033.511,0,3
417177.489134751,6304624.86365822,LP08,5517.021,0,3
417179.721286575,6304624.87166771,LP08,6030.106,0,3
417181.934837914,6304624.87951755,LP08,5957.766,0,3
417184.157594627,6304624.89853369,LP08,6032.34,0,3
417186.371051096,6304624.91746977,LP08,5627.979,0,3
417188.566191628,6304624.90298447,LP08,5606.596,0,3
417190.770442687,6304624.91075273,LP08,5534.894,0,3
417192.983993972,6304624.91860005,LP08,5792.872,0,3
417195.206940324,6304624.91543916,LP08,5436.17,0,3
417197.429696984,6304624.93445226,LP08,5797.34,0,3
417199.652643309,6304624.93129035,LP08,5743.085,0,3
417201.866099717,6304624.95022288,LP08,6022.34,0,3
417204.079745778,6304624.94698041,LP08,5717.128,0,3
417206.293296995,6304624.95482468,LP08,6086.915,0,3
417208.51614844,6304624.96274798,LP08,5844.149,0,3
417210.711193985,6304624.95934492,LP08,6311.596,0,3
417212.924650349,6304624.97827492,LP08,5924.255,0,3
417215.156896814,6304624.97518899,LP08,6498.298,0,3
417217.388953635,6304624.99427703,LP08,5884.468,0,3
417219.611710213,6304625.01328504,LP08,6844.894,0,2
417221.843577405,6304625.05454654,LP08,6195.745,0,2
417224.066523589,6304625.05137903,LP08,6367.979,0,2
417226.307975428,6304625.0594573,LP08,6133.936,0,2
417228.549237652,6304625.08970955,LP08,6469.255,0,2
417230.753583327,6304625.08638146,LP08,6035.745,0,2
417232.995035135,6304625.09445818,LP08,6597.66,0,2
417235.217981253,6304625.09128811,LP08,6668.298,0,2
417237.450132801,6304625.09928428,LP08,7326.277,0,2
417239.691489786,6304625.1184467,LP08,6741.809,0,2
417241.923641314,6304625.12644184,LP08,7209.255,0,2
417244.155603264,6304625.15661096,LP08,6853.723,0,2
417246.397055013,6304625.16468458,LP08,6691.277,0,2
417248.620095834,6304625.15042419,LP08,7207.66,0,2
417250.861642331,6304625.14740953,LP08,6856.17,0,2
417253.075003783,6304625.17741759,LP08,7290.106,0,2
417255.288554776,6304625.18525065,LP08,6964.787,0,2
417257.511405994,6304625.19316271,LP08,7432.234,0,2
417259.762063145,6304625.21239997,LP08,6891.277,0,2
417258.189161812,6304693.88944959,LP08,6696.064,160,4
417255.864181035,6304693.85848908,LP08,6825.532,160,4
417253.557706093,6304693.83877425,LP08,6991.596,160,4
417251.251231144,6304693.81905887,LP08,6914.787,160,4
417248.944756189,6304693.79934293,LP08,6716.596,160,4
417246.656787055,6304693.7908727,LP08,6938.617,160,4
417244.368817908,6304693.78240193,LP08,6575.319,160,4
417242.080848751,6304693.77393062,LP08,7066.277,160,4
417239.792690009,6304693.78763325,LP08,6755.851,160,4
417237.495515311,6304693.7679941,LP08,6805.319,160,4
417235.226241513,6304693.74859295,LP08,6884.894,160,4
417232.938177516,6304693.75120672,LP08,6554.468,160,4
417230.640907997,6304693.74265319,LP08,6369.149,160,4
417228.324943062,6304693.74502731,LP08,6230.532,160,4
417226.009167714,6304693.72522639,LP08,6055.745,160,4
417223.702692662,6304693.70550445,LP08,6021.702,160,4
417221.386822495,6304693.69678967,LP08,5698.617,160,4
417219.089458111,6304693.69932064,LP08,5760.319,160,4
417216.792093711,6304693.70185106,LP08,5513.085,160,4
417214.476128688,6304693.70422187,LP08,5314.468,160,4
417212.169463952,6304693.70667167,LP08,5593.191,160,4
417209.862894018,6304693.69803367,LP08,5305.426,160,4
417207.537628644,6304693.70032328,LP08,5433.298,160,4
417205.221758383,6304693.69160463,LP08,5132.766,160,4
417202.896682636,6304693.67171864,LP08,5543.617,160,4
417200.553006278,6304693.651673,LP08,5313.617,160,4
417198.246531124,6304693.63194499,LP08,5322.553,160,4
417195.939866291,6304693.63439091,LP08,4894.043,160,4
417193.614790513,6304693.6145027,LP08,5068.298,160,4
417191.298920191,6304693.60578072,LP08,4883.404,160,4
417188.992160469,6304693.61931223,LP08,5275.638,160,4
417186.676384966,6304693.59950191,LP08,5023.723,160,4
417184.360419756,6304693.60186551,LP08,5152.021,160,4
417182.044359677,6304693.61531581,LP08,4809.362,160,4
417179.719283839,6304693.59542425,LP08,4887.872,160,4
417177.38490769,6304693.57545257,LP08,4111.702,160,4
417175.059736979,6304693.56664714,LP08,4452.766,160,4
417172.734661117,6304693.5467539,LP08,4285.106,160,4
417170.409395519,6304693.5490346,LP08,4781.702,160,4
417168.084224773,6304693.54022749,LP08,4872.979,160,4
417165.768354318,6304693.5314994,LP08,4936.702,160,4
417163.443278421,6304693.51160394,LP08,4361.489,160,4
417161.136803127,6304693.49186708,LP08,4661.702,160,4
417158.802142276,6304693.50515265,LP08,4263.191,160,4
417156.458181101,6304693.51835806,LP08,3920.213,160,4
417154.12361509,6304693.52055526,LP08,3804.468,160,4
417151.798349367,6304693.52283148,LP08,4227.766,160,4
417149.482478821,6304693.5140995,LP08,4180,160,4
417147.148007655,6304693.50520777,LP08,3939.149,160,4
417144.813631373,6304693.48522823,LP08,4048.511,160,4
417142.488555389,6304693.46532773,LP08,4202.34,160,4
417140.172779702,6304693.44550627,LP08,4133.085,160,4
417137.847513899,6304693.44777915,LP08,4410.532,160,4
417135.503837282,6304693.42771776,LP08,4559.894,160,4
417133.150575628,6304693.44083792,LP08,4628.511,160,4
417130.816009473,6304693.44302949,LP08,5079.681,160,4
417128.481538213,6304693.43413326,LP08,4694.681,160,4
417126.147066943,6304693.42523646,LP08,4749.255,160,4
417123.868302568,6304693.42790407,LP08,4186.383,160,4
417121.561637262,6304693.43033228,LP08,4577.766,160,4
417119.24576656,6304693.42159306,LP08,4418.83,160,4
417116.939101224,6304693.42402017,LP08,4608.404,160,4
417114.613930192,6304693.41520022,LP08,4548.298,160,4
417112.270253471,6304693.3951332,LP08,4593.511,160,4
417109.917276441,6304693.37498598,LP08,4421.064,160,4
417107.55490416,6304693.36584579,LP08,4724.894,160,4
417105.211132478,6304693.35686431,LP08,4613.83,160,4
417102.857965537,6304693.35888986,LP08,4884.149,160,4
417100.514478665,6304693.31664551,LP08,4610.426,160,4
417098.161311699,6304693.31866992,LP08,4974.255,160,4
417095.808144716,6304693.32069376,LP08,4731.17,160,4
417093.454882762,6304693.33380427,LP08,5460.319,160,4
417091.08321009,6304693.32458042,LP08,4689.149,160,4
417088.683731449,6304693.30402977,LP08,5293.191,160,4
417086.28415784,6304693.29456578,LP08,5020.319,160,4
417083.903184829,6304693.28526051,LP08,5354.043,160,4
417081.522116838,6304693.2870419,LP08,4874.468,160,4
417079.150539076,6304693.26672788,LP08,5171.17,160,4
417076.760360696,6304693.24625394,LP08,5114.681,160,4
417074.379482616,6304693.22585908,LP08,6124.787,160,4
417072.007619898,6304693.23880504,LP08,5707.234,160,4
417069.617346508,6304693.22941659,LP08,5838.936,160,4
417067.217772803,6304693.21994787,LP08,5639.894,160,4
417064.827214431,6304693.24381997,LP08,6195.106,160,4
417062.418340387,6304693.23427038,LP08,6499.574,160,4
417059.999881048,6304693.25790225,LP08,6181.383,160,4
417057.572501357,6304693.23710484,LP08,6923.936,160,3
417055.135726354,6304693.22731439,LP08,6893.511,160,3
417052.745547867,6304693.20683452,LP08,6987.872,160,2
417050.355369375,6304693.18635407,LP08,7416.915,160,2
417047.965000861,6304693.18804751,LP08,7579.574,160,2
417045.574632332,6304693.18974037,LP08,7666.915,160,2
417043.184358797,6304693.18034538,LP08,7836.915,160,2
417040.756789012,6304693.18171826,LP08,7702.021,160,2
417038.375720737,6304693.18348903,LP08,8435.106,160,2
417035.985447159,6304693.17409227,LP08,7993.191,160,2
417033.585968286,6304693.15352797,LP08,8417.872,160,2
417031.177094075,6304693.14397061,LP08,8140.851,160,2
417028.786820464,6304693.13457207,LP08,8410,160,2
417026.405847145,6304693.12525266,LP08,8091.383,160,2
417024.034079087,6304693.12709962,LP08,8551.383,160,2
417021.718207884,6304693.11833708,LP08,7954.681,160,1
417019.476834157,6304693.0991245,LP08,9144.468,160,1
417017.253870951,6304693.10224534,LP08,8789.574,160,1
417015.040398125,6304693.08327091,LP08,9527.021,160,1
417012.836130552,6304693.07546294,LP08,9109.255,160,1
417010.632053066,6304693.04547998,LP08,9299.787,160,1
417008.409089813,6304693.0485988,LP08,8860.851,160,1
417006.195331796,6304693.06288408,LP08,9444.574,160,1
417004.00966479,6304693.05523357,LP08,8634.787,160,1
417001.805587279,6304693.0252486,LP08,9366.596,160,1
416999.601319644,6304693.01743762,LP08,9122.66,160,1
416997.396956935,6304693.02071339,LP08,9386.702,160,1
416995.183293904,6304693.02390891,LP08,8520,160,1
416992.979121301,6304693.00500917,LP08,9389.043,160,1
416990.756348079,6304692.98594944,LP08,8847.66,160,1
416988.552175465,6304692.9670487,LP08,8669.255,160,1
416986.329212079,6304692.97016244,LP08,9362.128,160,1
416984.12494437,6304692.96234794,LP08,9221.17,160,1
416981.902076035,6304692.95437342,LP08,9558.191,160,1
416979.707203695,6304692.93555042,LP08,9626.277,160,1
416977.503031042,6304692.91664716,LP08,9119.255,160,1
416975.307968513,6304692.91999765,LP08,9084.468,160,1
416973.084909955,6304692.93419561,LP08,8957.979,160,1
416970.86213666,6304692.9151313,LP08,8933.723,160,1
416968.657868875,6304692.90731328,LP08,9033.191,160,1
416966.472296792,6304692.88856705,LP08,9152.128,160,1
416964.258823784,6304692.869581,LP08,9003.404,160,1
416962.026559948,6304692.87260939,LP08,9170,160,1
416959.822197015,6304692.8758766,LP08,9353.191,160,1
416957.60862887,6304692.86797628,LP08,8992.34,160,1
416955.385475071,6304692.89325741,LP08,9143.83,160,1
416953.153401396,6304692.87410926,LP08,8695.213,160,1
416950.949418873,6304692.83302546,LP08,8994.468,160,1
416948.745055874,6304692.83629015,LP08,8574.362,160,1
416946.540883104,6304692.81737984,LP08,9028.723,160,1
416944.318109715,6304692.79830944,LP08,8723.936,160,1
416942.1045415,6304692.79040557,LP08,9226.277,160,1
416939.909573888,6304692.7826608,LP08,8592.234,160,1
416937.705115693,6304692.79701022,LP08,9074.681,160,1
416935.482247133,6304692.78902504,LP08,8695.957,160,1
416933.268774007,6304692.77003191,LP08,9114.787,160,1
416931.073711209,6304692.77337237,LP08,8975.957,160,1
416928.869443232,6304692.76554529,LP08,9326.489,160,1
416926.646479484,6304692.76864533,LP08,8950,160,1
416924.42351572,6304692.77174485,LP08,9030.851,160,1
416922.219247705,6304692.76391626,LP08,8473.617,160,1
416919.996474217,6304692.74484027,LP08,8739.468,160,1
416917.80150649,6304692.73709048,LP08,8307.979,160,1
416915.58784298,6304692.7402678,LP08,8972.234,160,1
416913.39278007,6304692.74360426,LP08,9156.702,160,1
416911.188511999,6304692.73577315,LP08,8802.872,160,1
416908.993544224,6304692.72802136,LP08,8650.426,160,1
416906.7893713,6304692.709102,LP08,9057.766,160,1
416904.585103199,6304692.70126939,LP08,9004.043,160,1
416902.380739915,6304692.70452352,LP08,9121.489,160,1
416900.176566966,6304692.68560265,LP08,9075.638,160,1
416897.962998526,6304692.67768869,LP08,9232.872,160,1
416895.758730383,6304692.66985407,LP08,8692.979,160,1
416893.554271862,6304692.68419344,LP08,8678.191,160,1
416891.34079857,6304692.66519071,LP08,8782.872,160,1
416889.127230083,6304692.65727473,LP08,8597.979,160,1
416886.913566396,6304692.6604455,LP08,8860.851,160,1
416884.718693695,6304692.64160096,LP08,8645.957,160,1
416882.495824869,6304692.63360361,LP08,8533.298,160,1
416880.310252462,6304692.61483793,LP08,8578.83,160,1
416878.096588725,6304692.61800667,LP08,8688.511,160,1
416875.873719866,6304692.61000781,LP08,8595.851,160,1
416873.669451613,6304692.60216815,LP08,8724.255,160,1
416871.465183348,6304692.59432799,LP08,8691.489,160,1
416869.270215383,6304692.5865672,LP08,8858.511,160,1
416867.056646789,6304692.57864618,LP08,8542.234,160,1
416864.843078185,6304692.57072464,LP08,8912.128,160,1
416862.620114043,6304692.57380998,LP08,8997.766,160,1
416860.406640636,6304692.55480018,LP08,9081.383,160,1
416858.193072,6304692.54687713,LP08,8751.702,160,1
416855.979503351,6304692.53895357,LP08,8938.83,160,1
416853.775235002,6304692.53110939,LP08,8661.596,160,1
416851.589472028,6304692.53451171,LP08,8384.255,160,1
416849.37599858,6304692.51549939,LP08,7936.17,160,1
416847.162525125,6304692.49648657,LP08,8250.319,160,1
416844.948956427,6304692.48856049,LP08,8497.66,160,1
416842.735482959,6304692.46954665,LP08,8544.468,160,1
416840.549910411,6304692.45077199,LP08,8131.277,160,1
416838.336246439,6304692.45393164,LP08,8488.723,160,1
416836.141373566,6304692.43507609,LP08,8798.404,160,1
416833.909013698,6304692.44916219,LP08,8635.851,160,1
416831.695254428,6304692.46340757,LP08,8484.255,160,1
416829.481780905,6304692.4443907,LP08,8508.83,160,1
416827.277607686,6304692.42545324,LP08,8359.574,160,1
416825.091939817,6304692.41776233,LP08,8422.66,160,1
416822.878371011,6304692.4098312,LP08,8259.255,160,1
416820.664897461,6304692.39081232,LP08,8207.979,160,1
416818.460628945,6304692.38296009,LP08,8386.383,160,1
416816.256265147,6304692.38619461,LP08,8473.191,160,1
416814.051901333,6304692.38942863,LP08,8462.447,160,1
416811.829127438,6304692.37032781,LP08,8457.553,160,1
416809.624668319,6304692.38464807,LP08,8702.66,160,1
416807.420495023,6304692.36570608,LP08,8531.064,160,1
416805.197530534,6304692.36877823,LP08,8691.489,160,1
416802.984056913,6304692.34975531,LP08,8281.596,160,1
416800.788898037,6304692.36415348,LP08,8368.404,160,1
416798.575424397,6304692.34512955,LP08,8401.915,160,1
416796.38055137,6304692.32626498,LP08,8537.766,160,1
416794.18558304,6304692.31848716,LP08,8402.021,160,1
416791.98140969,6304692.29954165,LP08,8898.83,160,1
416789.77704573,6304692.30277014,LP08,8851.915,160,1
416787.563381445,6304692.30591819,LP08,8671.489,160,1
416785.340512141,6304692.29789853,LP08,8678.191,160,1
416783.126943136,6304692.28995831,LP08,8863.085,160,1
416780.913374121,6304692.28201759,LP08,8733.83,160,1
416778.709105405,6304692.27415631,LP08,8580.106,160,1
416776.495441051,6304692.27730183,LP08,8430.851,160,1
416774.29126763,6304692.25835229,LP08,8283.404,160,1
416772.087094203,6304692.23940226,LP08,8549.681,160,1
416769.892125756,6304692.23161893,LP08,8666.064,160,1
416767.687761661,6304692.23484239,LP08,8484.255,160,1
416765.49288852,6304692.21597082,LP08,8754.681,160,1
416763.288524399,6304692.21919328,LP08,8773.936,160,1
416761.084350931,6304692.20024074,LP08,8666.064,160,1
416758.880177458,6304692.18128769,LP08,8727.128,160,1
416756.64800771,6304692.17318148,LP08,8026.17,160,1
416754.434343227,6304692.17632195,LP08,8196.915,160,1
416752.220774075,6304692.16837466,LP08,8738.298,160,1
416750.016600569,6304692.1494196,LP08,8894.362,160,1
416747.812236357,6304692.15263854,LP08,8713.085,160,1
416745.61717244,6304692.15593695,LP08,8652.66,160,1
416743.403507887,6304692.1590749,LP08,8822.979,160,1
416741.189938676,6304692.15112509,LP08,8840.745,160,1
416738.985669764,6304692.14325477,LP08,9183.085,160,1
416736.77210053,6304692.13530395,LP08,9203.936,160,1
416734.577227273,6304692.11642537,LP08,9132.66,160,1
416732.354357709,6304692.10839355,LP08,9005.638,160,1
416730.150184127,6304692.08943396,LP08,8930.213,160,1
