"x" "y" "REND"
580171.46502515 5955493.39711607 16.7915637795198
580170.749969871 5955480.78631704 7.52881691271595
580173.715094656 5955477.38710418 3.46635634518883
580176.706789005 5955474.02650929 0.662976768303267
580179.946565146 5955471.27024831 0.59095919941749
580181.137179134 5955488.91380977 4.83427250690011
580177.809865302 5955492.22866728 5.62687248022751
580174.731432755 5955495.60740883 5.83398502866273
580171.516655495 5955498.94355025 6.22533278593435
580168.461250183 5955502.34440918 5.98274458867527
580165.310880298 5955505.43573785 5.12810299860722
580162.957328498 5955480.55954835 8.82250008017358
580165.687843349 5955478.03845336 5.33807003583201
580168.532112935 5955475.1002477 1.44598462381708
580171.112839578 5955471.68599859 0.0648054405860412
580173.7465421 5955468.6557136 0
580176.428655979 5955465.7567824 0
580180.175576642 5955462.94589878 0
580180.655756523 5955454.44037366 0
580177.143711195 5955451.35137552 0
580173.062746887 5955448.76650002 0
580169.547114691 5955445.89709209 0.0104696184663388
580166.111521073 5955442.6878333 0.189272493839291
580163.126752906 5955439.38746722 0.0104696184663388
580162.122330099 5955454.5593646 0.7188288678271
580164.94444017 5955456.99348498 1.05812639085276
580168.244269487 5955458.79456236 1.23293651654359
580171.442054582 5955460.4049086 1.87519587093818
580174.946332722 5955461.81448451 1.87841745454843
580178.326749903 5955463.31414505 1.56007830093567
580177.610601775 5955499.67137146 0
580175.008650463 5955498.74387071 0
580174.376589518 5955494.9758952 0
580174.144909916 5955497.87181884 0
580177.265816463 5955501.15956234 0.0247391469956579
580182.270062103 5955501.37705985 0.538583718752094
580178.104372928 5955459.02538629 1.03623302013032
580174.211506994 5955457.62245023 0.988903461681953
580170.521117322 5955455.56930036 0.949723010982633
580167.087430952 5955453.3751889 0.901795773412651
580163.968917361 5955450.35249991 1.03129569423936
580161.008469517 5955447.13022381 1.46237172054517
580184.418041799 5955485.55511515 4.43141576024936
580181.975151158 5955458.77832812 0
580182.068910267 5955464.7012096 2.75638542627182
580185.806101955 5955465.42445895 3.05773140302251
580197.680265081 5955473.81305607 0.689176788909661
580198.858813321 5955477.23079105 0.685451508969609
580197.928561524 5955481.28915493 0.651971872284718
580196.245308049 5955484.60262641 0.677739676365555
580194.096541233 5955487.78538405 0.637360045342613
580191.104252371 5955489.75382189 0.0383438335103975
580185.423911211 5955497.84260072 2.21146849120184
580185.823590885 5955493.77336941 3.54126278387114
580186.570288274 5955489.57617445 2.70473723098707
580189.239027538 5955486.41080708 1.96568222378098
580191.615820049 5955483.11328361 0.874213895915487
580193.929750027 5955479.7590164 0.863206366012778
580196.047363569 5955475.98072018 1.29019732182192
580198.208667972 5955471.71789575 1.5191239690226
580197.094914849 5955467.44728428 1.61403058351201
580162.771579907 5955438.52093909 0.502129959782124
580165.280210019 5955441.60255947 0.0273073249717299
580167.904473884 5955444.22441431 0
580170.716081784 5955446.87211992 0
580174.04649997 5955448.83800606 0
579817.357260842 5955045.73131846 0.123102971656185
579815.634031139 5955047.08934805 3.24793353040488
579814.41381513 5955047.63956836 2.044232798918
579812.484577441 5955048.37081737 1.68050587334077
579810.03183017 5955048.08365935 2.82498449853512
579809.023938823 5955046.28219824 12.878543166026
579805.524026172 5955044.08353675 9.62775735114226
579806.53530316 5955044.73519887 3.18314220945078
579809.611031931 5955047.61675575 2.86335853676405
579812.762693328 5955051.18900479 2.61967326664827
579820.806429273 5955051.65584671 0.0153143435750333
579818.655118029 5955049.32850009 0
579816.35848009 5955047.51193274 0.0530081267762265
579814.589545754 5955046.65131134 4.72829566456083
579812.292570448 5955043.16835049 4.71073738029841
579813.350168908 5955043.69580649 2.72137260931853
579813.660670063 5955045.17719875 2.79473724265878
579814.818256538 5955049.11096188 0.207597263592482
579814.500678199 5955047.24320815 0.678541966100872
579813.603413052 5955044.12529076 0.799177517102848
579814.793657857 5955041.82861394 3.24015301306385
579815.860338371 5955039.52766819 0
579815.681329141 5955039.52932743 35.4106380666963
579815.304252581 5955038.56533577 3.29543860713255
579814.371571542 5955039.49372944 3.63209202698519
579813.110818503 5955040.27023586 4.66676971386894
579811.669043292 5955041.23059005 8.74794540894719
579810.95300624 5955041.23722661 114.485911180291
579807.14389455 5955041.62089492 6.23673092485494
579809.352087393 5955040.58581156 3.4323927771165
579813.825733698 5955040.72714088 2.93820239704822
579818.659617999 5955041.63208562 2.93007826204768
579822.424031846 5955044.54446772 2.75328904165214
579825.67910669 5955048.06431761 1.23317692830834
579828.86742218 5955051.4527329 2.01082112041251
580142.353150161 5955452.42783457 0.0391266660490735
580145.816917669 5955449.37943834 0
580149.19307595 5955445.88159757 0
580152.464215019 5955442.56286267 0
580154.956364884 5955438.2461604 0
580156.254998857 5955433.09720265 0.0320457820785834
580168.255309043 5955497.04401544 18.4343609154292
580164.792043327 5955500.31587844 16.9802597433511
580164.627247593 5955486.85639369 12.0960679026248
580167.801283362 5955483.89851038 9.50833381258058
580153.969986165 5955428.00003981 0.128730919460976
580148.942642665 5955426.18198143 0
580143.833893553 5955428.26741367 0
580142.267887931 5955433.54030569 0
580145.117261379 5955437.865276 0.0253271315127439
580144.248865165 5955521.93968813 10.9174105009135
580143.996543405 5955508.81503362 18.4778915897945
580147.194877885 5955505.76590805 17.9316332228761
580150.046348026 5955502.34664755 18.8104086655597
580152.926613243 5955499.2794469 18.2182525127926
580156.035974041 5955496.45463577 19.5347469946412
580158.936049672 5955493.18890618 17.321484040895
580161.771439719 5955490.05624326 15.0949494194424
580162.032067503 5955509.0162822 5.57321589756094
580158.930206263 5955512.37330169 5.6334223482764
580155.874791076 5955515.77415592 4.95252977340367
580152.499500375 5955519.04680809 5.35002542838551
580149.335382357 5955522.75833219 7.23954046199778
580146.370230681 5955526.157536 8.86024738560702
580144.033831573 5955500.74961978 18.3070575649025
580146.007771367 5955498.74520178 18.0618403441515
580149.52963272 5955494.91859099 18.1040798299133
580152.035567507 5955492.36562295 17.2378599897095
580154.847543356 5955489.21124618 16.8844907932744
580157.638292965 5955486.14487686 14.153683677403
580160.392707858 5955483.6561824 11.4823596417881
580160.189150153 5955436.04401971 0
580156.954065186 5955432.80931724 0.0260106534464069
580153.98321033 5955429.45738267 0.479052159234067
580151.00619898 5955425.76869298 0.221497803023773
580148.309978634 5955421.78195847 0.0108133824922545
580145.588588669 5955417.92444396 0.0136369466946645
580142.724967134 5955414.10388768 0.245465040503961
580140.130877235 5955409.93081937 0
580141.538398209 5955432.10489621 0.23815846302048
580144.364434753 5955435.05240443 0.241718934101659
580147.034941488 5955437.87013979 0.543019506039256
580149.545024943 5955440.87390224 0.27311093739361
580152.060974141 5955443.55205199 0.276120326821384
580154.295413979 5955446.63003051 0.014632102960224
580156.893975837 5955449.40123675 0.0288495760640491
580159.314944342 5955452.04581785 0.554532011333044
580158.225054517 5955444.33507088 1.02743180156397
580155.533988533 5955441.12221254 0.888701995446007
580152.866979428 5955437.99812074 0.987934792939528
580149.926628325 5955434.96185486 0.992758664206633
580177.213336282 5955450.66730657 0.0339794330932002
580180.362761291 5955452.80201707 0.68619137450599
580180.935128245 5955488.89335673 22.4180755686448
580177.365416429 5955492.56561982 23.4053500374382
580175.592783924 5955494.46807317 23.0568353904774
580172.201812551 5955498.15017058 23.378526953138
580169.768469342 5955500.97864713 22.0733949522828
580167.108998855 5955503.7768602 19.8947254572921
580164.402316732 5955506.53205041 19.0041849320896
580162.010431719 5955472.59243819 0.956216577456011
580165.184583107 5955469.52241627 0.599444944790924
580167.883243816 5955466.34756223 0.52187125043592
580170.608474301 5955463.21132636 0.0405060412234373
580173.581786397 5955460.67942476 0.23539011165155
580176.633524449 5955456.75284237 0.205364340576559
580179.959992662 5955454.69994541 0.0304057923284922
579792.508364586 5955054.8565077 4.11293397229136
579796.057716706 5955051.49547048 1.53599125266182
579799.433737648 5955048.15080075 0.0736369541631798
579802.775465796 5955044.91533352 0
579806.245075076 5955041.85133263 0
579811.088269411 5955042.04292084 0
579815.487145507 5955043.95401156 0
579819.308143273 5955046.65876214 0
579822.788788503 5955049.71337611 0.022970574581425
579826.859415183 5955052.68758884 0.498755347830627
579818.14212259 5955052.70466376 1.35187753071531
579815.933767826 5955047.72103114 2.315678100264
579811.071572395 5955046.61980808 3.43325088756686
579806.454444285 5955048.41924465 3.67858796655492
579803.128987597 5955051.82405243 3.7860788639207
579799.557395205 5955055.16218504 2.9638683889188
579810.440990565 5955052.10328689 0.0271691029539735
579813.820015192 5955047.88272963 0.525065008314918
579819.207337181 5955047.32958095 0.620313220695205
579822.692698031 5955050.80005117 0.948744707080358
579814.557237822 5955051.39864228 0
579814.690558747 5955048.86914012 0
579817.448653476 5955047.80235749 2.63862732136647
579815.721666374 5955048.56566484 5.58768138642311
580147.04841537 5955431.83222884 0.76497440360601
580144.446552293 5955428.50845697 0.765815801054174
580141.802738155 5955425.14283412 0.372112427462896
580140.398815828 5955415.56486528 0.687521755058832
580143.468061592 5955418.21965197 0.744869290451897
579785.902057833 5955061.61985628 5.74660460297422
579789.182900953 5955058.26130992 5.29279112666399
579828.326583797 5955057.23358567 0.0493944309390577
579824.265838481 5955062.65414792 0.507249631565096
579818.948605481 5955062.12152731 0.775333952838509
579817.183631341 5955057.98158723 0.947094204475369
579796.074906693 5955058.49987672 4.14557345543824
579792.88254205 5955061.74666766 4.36831971526241
579789.646579607 5955065.15064061 3.55340432715974
579786.295764524 5955068.21978371 3.58038644457894
579783.127451496 5955071.59962032 4.23743216743633
579780.023657119 5955074.74574116 5.86899592362047
579786.972031751 5955075.52149059 3.97897607098458
579790.181840415 5955071.88582399 3.81188567577041
579793.597759215 5955068.55999213 2.96815135599688
579796.987643062 5955064.91038074 2.57968185048716
579800.316884856 5955061.73699381 1.82414408012891
579803.933796898 5955058.66767555 0.591705587917551
579807.282820264 5955055.38522093 0.0276088970354805
579822.746175952 5955055.91668102 2.06722058007695
579818.981362664 5955058.31005786 2.68329686395132
579813.810336175 5955057.78731024 2.58169193449589
579809.993410162 5955060.83425657 2.91015375468301
579806.777381718 5955063.94760647 3.23556804171851
579803.584685814 5955067.39854187 3.26490426666662
579800.123110936 5955070.33275471 3.89909552445929
579797.019220285 5955073.46778892 5.14366027558318
579804.093065095 5955073.43261976 1.36718431187867
579807.329024205 5955070.02864138 0.564150460046356
579810.459275587 5955066.94380303 0.237653266284721
579813.902548469 5955063.99181337 0.0564992491187282
579817.304168815 5955060.58757016 0.346829146823328
579821.349997949 5955057.4020053 0.686218536624336
579826.719428857 5955056.93873827 0.959328215627088
579829.950714368 5955061.00130443 0.853717577549181
579829.411157361 5955066.03858492 1.11942699943873
579825.524051725 5955068.37758725 2.50616648343256
579820.810286755 5955067.2187262 4.4913914743267
579816.445887824 5955069.038918 5.88958287729725
579813.390403695 5955072.42856048 5.94253942939726
579820.84505374 5955072.32051396 0
580160.249632334 5955447.65244767 1.63248125391502
580157.262498135 5955451.14045195 2.59359848152019
580154.096902781 5955454.73037381 3.45359431583358
580150.864553948 5955458.35475036 4.62953279866335
580147.537240837 5955461.66959633 8.42321363009509
580144.504481054 5955465.09296369 11.0794385889671
580142.69776426 5955435.46595461 0
580146.890596917 5955432.7659053 0
580151.444945424 5955433.41226052 0
580154.579845576 5955436.59357895 0.00924983101226764
580157.490006932 5955440.22192234 0.194172657594748
580159.9389137 5955443.93898942 0.534177423730867
580159.756618544 5955456.89646295 2.26910992530399
580156.50123906 5955460.49872187 3.40225681365214
580153.262674948 5955463.81355085 6.67734324767622
580150.1856531 5955467.30280222 9.89539934768937
580147.107219307 5955470.681534 13.4803293225767
580144.027366551 5955473.94973955 15.3701942274658
580140.791907167 5955418.00471661 0.544053313208866
580142.771283938 5955415.18816055 0.154791637225505
580146.941239099 5955419.7285667 0.344730120017891
580150.655485659 5955424.46434706 0.443591707820486
580154.41124366 5955429.46085016 0.231274149144749
580158.431181151 5955433.98810408 0.249568276995221
580160.315670773 5955468.87259563 16.2136778369833
580157.282913249 5955472.2959675 18.9609979233384
580153.955340152 5955475.49908664 18.1976537766682
580150.385622839 5955479.17133852 16.3705468985559
580146.775393711 5955483.12080441 17.3258265253038
580143.028612791 5955487.00548355 17.4490742870103
580144.209922518 5955517.1776875 13.2378450128007
580147.265341726 5955513.7768375 9.50994909212689
580150.616468001 5955510.48329818 9.77788518908098
580154.510322313 5955505.93209878 10.500398036562
580156.643236916 5955503.99278763 10.1775954337315
580160.606071129 5955499.49684504 9.7097151692515
580161.538058322 5955504.02865722 18.9546782238978
580158.328333906 5955507.67555269 16.623180146901
580154.912270052 5955510.99043357 14.8622643489554
580151.632418491 5955514.46004515 13.5275847415729
580148.043295501 5955518.31040987 10.5062176305487
579824.07855934 5955068.594272 0.0241060271916856
579827.954885701 5955065.69237216 0.48056482828338
579833.361690727 5955065.22344977 0.864544437748017
579836.678826737 5955069.04961518 1.13777787924383
579839.958001179 5955073.81090518 0.670418456729873
579832.032997445 5955054.97341019 2.27516842891292
579835.174804155 5955058.51542079 2.04369564215465
579838.363127169 5955061.90383264 2.51448819348166
579841.55285149 5955065.40358833 3.12945314782793
579844.604790663 5955068.94600916 2.4590221917259
579847.614481531 5955072.33649376 1.87945109005357
580123.567934655 5955472.99443814 4.72376701672635
580126.669793638 5955469.63743119 3.6522499725953
580129.771650185 5955466.28042308 3.31143988851959
580132.850087977 5955462.90169758 2.38074628853243
580136.088658447 5955459.5868764 0.55768716865578
580139.165681975 5955456.09763008 0.735355474373368
580140.748074348 5955463.18606672 9.18350283552327
580137.692567341 5955466.57582206 14.0470467294158
580134.317289328 5955469.84846757 16.8149292124253
580131.311901477 5955473.51336595 16.9272184971026
580128.207977709 5955476.6485172 17.0032888662571
580124.904065173 5955479.98507029 16.8718331934904
580122.634715163 5955466.36835052 3.26042643921602
580125.735539968 5955462.90041516 1.91930770982696
580128.90104577 5955459.29941116 1.03898752254615
580132.13340293 5955455.67504302 0.488638867760312
580135.460718475 5955452.36020305 0.176254744251348
580138.651041911 5955448.89142993 0.00843156817581459
580141.111461348 5955468.42995931 12.4463234562842
580137.807556919 5955471.76651753 15.8014801799486
580134.639223259 5955475.14648123 17.3746693355546
580131.403229213 5955478.55058015 17.3274280250809
580128.05236961 5955481.61985361 17.7141865400465
580124.636935335 5955485.1692872 15.9622866897892
580124.303059664 5955455.7921647 1.03559740790382
580127.404911934 5955452.4351573 0.0539694410540669
580130.460416613 5955449.04540553 0
580133.6106735 5955445.94299634 0
580136.643429332 5955442.51963269 0
580139.836845242 5955439.38364508 0
580140.923447133 5955477.08489546 18.5997625697428
580137.77307705 5955480.17621417 17.8036840095049
580134.671217381 5955483.53322507 17.2307626800703
580131.521398573 5955486.84803959 16.7012499669286
580128.445761437 5955490.44779474 16.6662359690153
580150.054951067 5955438.39339155 0.49125080396758
580154.508177573 5955440.92347583 0.7118479650201
580155.606269421 5955445.90284304 1.01215837696273
580153.268280809 5955449.76779646 1.53795704685631
580150.053513064 5955453.10393024 1.99860019511325
580146.951668188 5955456.46094596 3.03009013627265
580143.849820879 5955459.81796049 4.8998733293343
580141.929839374 5955445.31089394 0.0115513370463956
580145.232427553 5955441.75166257 0.219198472752366
580147.892922175 5955437.7026228 0.237121675210171
580151.929502733 5955434.3532385 0.46805156746516
580156.983161098 5955435.12901278 0.681371891526719
580160.507053419 5955438.31717291 0.616619319068317
580146.361242624 5955421.29900031 0.745370115807912
580149.163884669 5955424.26825202 0.614461978468972
580152.034061631 5955427.36974671 0.0490089064427316
580154.745133956 5955430.1179723 0.28934348803523
580157.55051991 5955432.78004939 0.565732201310073
580159.990434452 5955435.84903748 0.295079945840815
580161.7921176 5955509.59514114 18.5116904106354
580159.132641819 5955512.39335163 14.9476598729937
580150.753348587 5955489.53988168 0
580152.567803138 5955487.47539324 0
580150.75128387 5955489.31802431 0
580152.566770783 5955487.36446456 0
580152.566770783 5955487.36446456 0
580150.571232817 5955489.20876167 0
580152.38568741 5955487.14427327 0
580152.296178083 5955487.14510631 0
580152.117159431 5955487.14677238 0
580150.656945253 5955488.90631189 0
580151.661457255 5955486.27460094 0
580150.995016373 5955487.69965836 0
580150.34935877 5955487.74662477 0
580149.572177183 5955487.66492325 0
580147.720646507 5955485.74549039 0
580149.66065417 5955487.55316157 0
580150.782261134 5955484.07626622 19.2576269207373
580150.041303477 5955485.32041715 11.6234825562112
580148.733692507 5955486.6865731 21.645282962209
580147.119059949 5955487.46721766 50.9899790015063
580144.956799321 5955490.86212322 127.790456920473
580145.325511363 5955490.23083004 12.9380426658154
580147.935709112 5955487.16774423 11.7611955318445
580150.572147429 5955484.34741723 9.15865088556765
580153.409602228 5955481.4366144 9.88475707604311
580155.826670816 5955478.99581048 6.55575395894645
580158.729566664 5955475.95112427 2.63017814310618
579772.370387836 5955074.32551137 0.748199188406182
579775.380903083 5955070.8793656 0.873088033395239
579777.091317201 5955069.12785825 0
579777.983782633 5955066.83665456 0
579779.979387672 5955064.99244145 0
579781.831865238 5955067.02287957 0
579778.164847866 5955067.05685355 0
579780.104774884 5955068.86460538 0
579781.22652599 5955065.38775703 0.697329061862194
579779.837287868 5955068.9780218 167.636912110927
579778.678626332 5955068.47094808 0
579778.450360123 5955067.79981854 29.6291783402611
579779.223080416 5955067.76061312 5.37348512093012
579782.262498397 5955064.66664921 4.61277898888124
580125.480613464 5955493.84699158 15.3946810508228
580121.606153803 5955449.89325764 1.12266201783221
580125.1999336 5955446.35406608 0.0524284871483912
580129.122898293 5955442.12343953 0
580132.828141367 5955438.04632454 0
580143.357078119 5955529.49445387 11.224939180422
580140.024600526 5955532.27472931 13.9534098365378
580137.059441808 5955535.67392975 13.8457307098427
580133.933112685 5955538.8982949 14.4326397699893
580130.960228556 5955541.98958557 14.4057753714508
580128.042959418 5955545.74686102 15.2413789008972
580124.646744439 5955548.54731946 15.1273174898994
580126.481143106 5955519.20666388 15.8081424350168
580129.294656814 5955516.17391381 16.3574354289429
580132.043548808 5955513.36378705 18.4031584435028
580134.951261434 5955510.51813272 18.0887803586876
580137.738423973 5955507.23152719 18.4295672723755
580140.374871967 5955504.41120357 15.9138344105084
580137.155907719 5955406.35439404 0.0596318317881716
580134.461439472 5955402.58906014 0.238527327152686
580131.585663241 5955398.61417976 0.0267507520913614
580129.27982852 5955394.63735834 0.670200900215986
580125.887842332 5955391.11179131 3.64239378681784
580121.383122646 5955390.24948053 1.96731554824425
580122.208768285 5955410.9630691 1.00106408343326
580124.875488932 5955413.97705443 1.01494260333965
580127.837801158 5955416.88025182 0.785182839319793
580130.419521681 5955419.69966394 0.417105166349885
580133.016929572 5955423.10918339 0.763792348697774
580135.979350793 5955426.02347091 0.337797448035064
580138.623239534 5955429.15862314 0.0290636157126413
580138.926652284 5955422.12540193 0.616720173239581
580136.210530664 5955418.83362085 0.560022921557631
580133.494204664 5955415.51965321 0.627181663208245
580130.826628383 5955412.1753623 0.710718453998496
580128.136244328 5955409.07300802 0.618728855206297
580125.21827233 5955405.90406019 0.212889076196293
580122.405410948 5955402.90415446 0.0100991298588167
580122.393871232 5955389.03171728 0
580126.962604378 5955390.71648554 0.0358594346851458
580127.697185513 5955394.80187148 0.67615805278263
580127.206117245 5955399.19203983 0.600775279988481
580128.536797402 5955403.40385166 0.264955320113834
580131.518444524 5955406.37144339 0.209486984871485
580134.613642558 5955409.42698175 0.347881724917061
580137.393268576 5955412.41838539 0.774918811812818
580144.456225094 5955493.01237665 0.0312015379867126
580147.444780817 5955489.63488933 0
580151.494813045 5955487.88959127 0
580151.16877005 5955487.13225605 0
580151.65412759 5955485.48700728 0
580151.65412759 5955485.48700728 0
580150.961279723 5955484.07460017 0
580151.477173655 5955485.71053071 0
580151.477173655 5955485.71053071 0
580151.387664345 5955485.71136373 0
580147.616776392 5955485.21266657 0
580151.153598326 5955484.45360193 0
580153.005026137 5955486.36194121 0
580153.005026137 5955486.36194121 0
580150.975508856 5955484.55510379 0
580152.830136955 5955486.80732203 0
580152.830136955 5955486.80732203 0
580150.979638308 5955484.99881852 0
580151.668752196 5955485.23628581 0
580152.743724716 5955487.14094112 0
580151.871858056 5955485.73020015 0
580150.537253574 5955485.55762704 0
580152.388784479 5955487.47705932 0
580149.388207773 5955486.08612912 0
579824.568927553 5955071.57949665 1.85096202077577
579821.683169422 5955067.7108947 1.44189788016208
579819.172205361 5955063.47614736 0.627938973166095
579817.101943051 5955059.36260967 0.03551353324099
579815.73919418 5955055.31912707 0
579815.72712899 5955055.06376482 1.9663362440386
579818.575849508 5955058.73842651 2.18799929521606
579821.586917712 5955062.24027141 2.26358294714102
579824.624579921 5955065.83384134 2.54040217204949
579827.473632714 5955069.61856496 2.08376441035828
579830.436727868 5955073.27232651 0.44065312226598
579840.008280525 5955071.25801757 1.42679895266614
579836.867762985 5955067.93705318 1.22858955220186
579833.681383298 5955064.57027175 1.13130993722132
579830.296979593 5955061.55231159 0.99318510226186
579826.837415603 5955058.35274564 0.508365606219686
579823.967784254 5955054.72171916 0.223965245820504
580141.505122405 5955534.24851556 8.02732669041421
580139.030845116 5955537.71062571 9.65396181411807
580136.795309876 5955541.17983985 13.3420525261722
580134.185090013 5955544.24292171 12.4657084729054
580131.571267226 5955547.08575976 10.6820347179855
580105.943131798 5955382.24967788 1.55146015378562
580106.912436004 5955386.19883012 2.5286527900518
580106.329086059 5955390.35600351 4.80334161366648
580104.208705677 5955393.93577617 8.43733629225894
580101.258480994 5955396.7135604 8.59838430864971
580104.511246294 5955493.36247518 16.2167532977156
580107.589703893 5955489.98375917 15.0220553155222
580110.713169284 5955486.55838221 13.6204167893614
580114.041003888 5955483.46699577 10.6713081705194
580117.416293823 5955480.19435851 8.26055581655172
580120.516093883 5955476.61549654 6.28654458727395
580121.61689589 5955483.26962437 17.1350482833409
580118.748070369 5955486.96557548 17.203057300055
580115.53198702 5955490.07903787 17.4807358162389
580112.20475133 5955493.40496246 17.4727314242806
580109.326177283 5955496.57118462 16.3329795823073
580105.998833521 5955499.88601383 15.9774719876238
580103.015368396 5955486.62998267 13.2287351785666
580106.432714994 5955483.5377667 10.9222525598516
580109.783844536 5955480.24424317 8.87635004854519
580112.949363529 5955476.64324535 6.1867399365446
580116.004779623 5955473.24240621 5.3373406332347
580119.332108145 5955469.92757277 3.94198719567719
580121.606239274 5955488.69127115 16.0807257262819
580118.30231949 5955492.02782152 17.098634395125
580115.133970576 5955495.40777769 18.6295027286212
580111.853180889 5955498.77753822 17.7159237479662
580108.525734029 5955502.08127553 16.7889830586266
580105.423855048 5955505.43827547 18.2746838727155
580102.565577628 5955479.15853867 10.7871580642296
580105.780372333 5955475.82242322 8.30159587319593
580108.882239126 5955472.46542283 7.73801703568436
580111.984103495 5955469.10842127 5.64857710315544
580115.08606862 5955465.7625114 4.95772665620674
580118.099347829 5955462.50617599 3.31898621165409
580121.201308167 5955459.1602638 1.37565855345187
580122.312266594 5955497.22695041 15.8031430176146
580119.161882502 5955500.31826198 16.1764068052968
580116.12920043 5955503.7527116 17.7907022590633
580112.778080605 5955506.92300509 16.4538799805057
580109.676304611 5955510.2910994 16.3429870375767
580156.449851174 5955515.18093797 11.6242846649425
580153.831821525 5955517.92502572 7.88224999132942
580151.199600918 5955521.07690885 4.98873363617135
580148.365692044 5955523.95984741 5.23995478908321
580145.988871097 5955527.25735828 5.82686919113299
580143.890920134 5955530.89816627 7.47148017273107
580137.790169421 5955434.67200468 0
580120.275287739 5955407.14090461 1.0454886832172
580122.473154223 5955402.211143 1.97691674108465
580120.594474199 5955397.19580451 3.04691300426529
580124.34027572 5955408.19921962 0.388422005154803
580126.858382052 5955403.21449381 0.869581238202993
580124.729523282 5955398.83888315 0.952909296487985
580120.387134845 5955396.13980381 1.26263572951671
580122.85796904 5955440.11904224 0.551010524286776
580126.185281917 5955436.80420573 0.0219526771480418
580129.287126369 5955433.44719742 0
580132.638404059 5955429.92932623 0
580135.686963178 5955426.44789455 0
580139.199078679 5955422.8525506 0.0295159706282459
580138.585260277 5955413.42137769 0.243748750950278
580134.334570124 5955410.70263981 0.496344802364458
580122.740602201 5955432.17684552 0.011001775287372
580125.990709094 5955428.95239095 0
580129.096093028 5955425.15259981 0.0107207010292006
580132.280693549 5955421.48361743 0.219457688955859
580133.216842332 5955416.34766362 0.545870705097911
580130.424424774 5955412.46290939 0.80283832800753
580126.531205289 5955409.89847546 1.50959114859668
580121.83556445 5955407.98030828 2.32474936444632
580121.277281024 5955426.57654918 0.523576687247033
580124.426615961 5955423.39437059 0.467752701016879
580128.83917246 5955420.66945723 0.742034314279553
580131.552910473 5955415.98285814 1.21211274642537
580129.740145385 5955410.5384808 2.14254952110491
580123.033131872 5955409.14173509 3.05580581985635
580122.179776244 5955420.11061834 0
580125.644303634 5955416.65406143 0
