X,Y,ZM,TRATA,BLOQUE,Rto
383021.0325,6285429.783,AP,SPS+Zn,2,11092.61424
383025.2321,6285429.842,AP,SPS+Zn,2,11003.74572
383029.4317,6285429.902,AP,SPS+Zn,2,9612.61158
383033.6313,6285429.961,AP,SPS+Zn,2,9899.72526
383037.8308,6285430.021,AP,SPS+Zn,2,10414.70694
383042.0304,6285430.08,AP,SPS+Zn,2,9016.73676
383046.23,6285430.139,AP,SPS+Zn,2,10239.63596
383050.4296,6285430.199,AP,SPS+Zn,2,7979.93736
383054.6292,6285430.258,AP,SPS+Zn,2,10377.10872
383058.8287,6285430.317,AP,SPS+Zn,2,8180.4612
383063.0283,6285430.377,AP,SPS+Zn,2,10162.9128
383067.2279,6285430.436,AP,SPS+Zn,2,9390.44028
383071.4275,6285430.496,AP,SPS+Zn,2,12116.8809
383075.6271,6285430.555,AP,SPS+Zn,2,10472.81328
383079.8266,6285430.614,AP,SPS+Zn,2,10772.84708
383084.0262,6285430.674,AP,SPS+Zn,2,11500.49796
383088.2258,6285430.733,AP,SPS+Zn,2,10470.5346
383092.4254,6285430.792,AP,SPS+Zn,2,10326.97776
383096.625,6285430.852,AP,SPS+Zn,2,10104.80646
383100.8245,6285430.911,AP,SPS+Zn,2,8435.67336
383105.0241,6285430.971,AP,SPS+Zn,2,9142.06416
383109.2237,6285431.03,AP,SPS+Zn,2,9478.16946
383113.4233,6285431.089,AP,SPS+Zn,2,10042.14276
383117.6229,6285431.149,AP,SPS+Zn,2,10270.01076
383121.8224,6285431.208,AP,SPS+Zn,2,9877.32584
383126.022,6285431.267,AP,SPS+Zn,2,10681.3125
383130.2216,6285431.327,AP,SPS+Zn,2,9394.99764
383134.4212,6285431.386,AP,SPS+Zn,2,12167.01186
383138.6208,6285431.446,AP,SPS+Zn,2,9495.25956
383142.8203,6285431.505,AP,SPS+Zn,2,10252.92066
383147.0199,6285431.564,AP,SPS+Zn,2,9996.56916
383151.2195,6285431.624,AP,SPS+Zn,2,10635.7389
383155.4191,6285431.683,AP,SPS+Zn,2,9342.588
383159.6187,6285431.742,AP,SPS+Zn,2,9203.58852
383163.8182,6285431.802,AP,SPS+Zn,2,9957.8316
383168.0178,6285431.861,AP,SPS+Zn,2,8861.78652
383172.2174,6285431.921,AP,SPS+Zn,2,9939.60216
383176.417,6285431.98,AP,SPS+Zn,2,11774.69152
383180.6166,6285432.039,AP,SPS+Zn,2,11569.9977
383184.8161,6285432.099,AP,SPS+Zn,2,10340.64984
383189.0157,6285432.158,AP,SPS+Zn,2,9686.66868
383193.2153,6285432.217,AP,SPS+Zn,2,8260.215
383197.4149,6285432.277,AP,SPS+Zn,2,8769.49998
383201.6145,6285432.336,AP,SPS+Zn,2,8475.93764
383205.814,6285432.396,AP,SPS+Zn,2,9659.32452
383210.0136,6285432.455,AP,SPS+Zn,2,10504.7148
383214.2132,6285432.514,AP,SPS+Zn,2,11498.21928
383218.4128,6285432.574,AP,SPS+Zn,2,10071.7656
383222.6124,6285432.633,AP,SPS+Zn,2,10272.28944
383226.8119,6285432.692,AP,SPS+Zn,2,11088.05688
383231.0115,6285432.752,AP,SPS+Zn,2,10728.02544
383235.2111,6285432.811,AP,SPS+Zn,2,12002.9469
383239.4107,6285432.871,AP,SPS+Zn,2,10423.82166
383243.6103,6285432.93,AP,SPS+Zn,2,10410.14958
383247.8098,6285432.989,AP,SPS+Zn,2,12938.34504
383252.0094,6285433.049,AP,SPS+Zn,2,9714.01284
383256.209,6285433.108,AP,SPS+Zn,2,9569.31666
383260.4086,6285433.167,AP,SPS+Zn,2,9823.38948
383264.6082,6285433.227,AP,SPS+Zn,2,9778.95522
383268.8078,6285433.286,AP,SPS+Zn,2,7861.446
383273.0073,6285433.346,AP,SPS+Zn,2,8590.6236
383277.2069,6285433.405,AP,SPS+Zn,2,9250.30146
383281.4065,6285433.464,AP,SPS+Zn,2,9246.88344
383285.6061,6285433.524,BP,SPS+Zn,2,6715.26996
383289.8057,6285433.583,BP,SPS+Zn,2,8162.23176
383294.0052,6285433.642,BP,SPS+Zn,2,7307.72676
383298.2048,6285433.702,BP,SPS+Zn,2,8231.7315
383302.4044,6285433.761,BP,SPS+Zn,2,8718.22968
383306.604,6285433.821,BP,SPS+Zn,2,6813.2532
383310.8036,6285433.88,BP,SPS+Zn,2,8417.44392
383315.0031,6285433.939,BP,SPS+Zn,2,8946.09768
383319.2027,6285433.999,BP,SPS+Zn,2,7578.88968
383323.4023,6285434.058,BP,SPS+Zn,2,7471.79172
383327.6019,6285434.117,BP,SPS+Zn,2,8731.90176
383331.8015,6285434.177,BP,SPS+Zn,2,7780.55286
383336.001,6285434.236,BP,SPS+Zn,2,8203.248
383340.2006,6285434.296,BP,SPS+Zn,2,6783.63036
383344.4002,6285434.355,BP,SPS+Zn,2,7554.96354
383348.5998,6285434.414,BP,SPS+Zn,2,8169.0678
383352.7994,6285434.474,BP,SPS+Zn,2,7585.72572
383356.9989,6285434.533,BP,SPS+Zn,2,7282.66128
383361.1985,6285434.592,BP,SPS+Zn,2,8185.01856
383365.3981,6285434.652,BP,SPS+Zn,2,6371.18928
383369.5977,6285434.711,BP,SPS+Zn,2,6112.5591
383373.7973,6285434.771,BP,SPS+Zn,2,6920.35116
383377.9968,6285434.83,BP,SPS+Zn,2,7483.18512
383382.1964,6285434.889,BP,SPS+Zn,2,7080.9981
383386.396,6285434.949,BP,SPS+Zn,2,7439.8902
383390.5956,6285435.008,BP,SPS+Zn,2,7182.39936
383394.7952,6285435.067,BP,SPS+Zn,2,7725.47716
383398.9947,6285435.127,BP,SPS+Zn,2,6690.20448
383403.1943,6285435.186,BP,SPS+Zn,2,7000.10496
383407.3939,6285435.246,BP,SPS+Zn,2,7483.18512
383411.5935,6285435.305,BP,SPS+Zn,2,8278.44444
383415.7931,6285435.364,BP,SPS+Zn,2,7749.79068
383419.9926,6285435.424,BP,SPS+Zn,2,6896.42502
383424.1922,6285435.483,BP,SPS+Zn,2,7487.74248
383428.3918,6285435.542,BP,SPS+Zn,2,7830.68382
383432.5914,6285435.602,BP,SPS+Zn,2,8187.29724
383436.791,6285435.661,BP,SPS+Zn,2,8468.71422
383440.9905,6285435.721,BP,SPS+Zn,2,7829.54448
383445.1901,6285435.78,BP,SPS+Zn,2,6407.64816
383449.3897,6285435.839,BP,SPS+Zn,2,8027.78964
383453.5893,6285435.899,BP,SPS+Zn,2,6887.3103
383457.7889,6285435.958,BP,SPS+Zn,2,6920.35116
383461.9884,6285436.017,BP,SPS+Zn,2,7165.30926
383466.188,6285436.077,BP,SPS+Zn,2,6945.41664
383470.3876,6285436.136,BP,SPS+Zn,2,7006.941
383474.5872,6285436.195,BP,SPS+Zn,2,7442.16888
383478.7868,6285436.255,BP,SPS+Zn,2,6667.41768
383482.9863,6285436.314,BP,SPS+Zn,2,6343.84512
383487.1859,6285436.374,BP,SPS+Zn,2,6368.9106
383491.3855,6285436.433,BP,SPS+Zn,2,6787.04838
383495.5851,6285436.492,BP,SPS+Zn,2,6573.9918
383499.7847,6285436.552,BP,SPS+Zn,2,6694.76184
383503.9842,6285436.611,BP,SPS+Zn,2,7822.70844
383508.1838,6285436.67,BP,SPS+Zn,2,8036.90436
383012.6927,6285425.465,AP,SPS,2,6657.926
383016.8923,6285425.524,AP,SPS,2,9496.491
383021.0919,6285425.584,AP,SPS,2,8255.033
383025.2915,6285425.643,AP,SPS,2,9931.664
383029.491,6285425.702,AP,SPS,2,8767.521
383033.6906,6285425.762,AP,SPS,2,8984.003
383037.8902,6285425.821,AP,SPS,2,10741.2625
383042.0898,6285425.88,AP,SPS,2,11424.948
383046.2894,6285425.94,AP,SPS,2,9288.845
383050.4889,6285425.999,AP,SPS,2,9391.93903
383054.6885,6285426.059,AP,SPS,2,9450.102
383058.8881,6285426.118,AP,SPS,2,8958.5995
383063.0877,6285426.177,AP,SPS,2,10369.046
383067.2873,6285426.237,AP,SPS,2,10581.11
383071.4869,6285426.296,AP,SPS,2,10977.6255
383075.6864,6285426.355,AP,SPS,2,9939.77103
383079.886,6285426.415,AP,SPS,2,11386.2905
383084.0856,6285426.474,AP,SPS,2,11519.935
383088.2852,6285426.533,AP,SPS,2,9876.439
383092.4848,6285426.593,AP,SPS,2,8623.936
383096.6843,6285426.652,AP,SPS,2,9434.639
383100.8839,6285426.712,AP,SPS,2,9229.202
383105.0835,6285426.771,AP,SPS,2,10227.67
383109.2831,6285426.83,AP,SPS,2,9522.999
383113.4827,6285426.89,AP,SPS,2,9969.217
383117.6822,6285426.949,AP,SPS,2,8747.64
383121.8818,6285427.008,AP,SPS,2,8135.747
383126.0814,6285427.068,AP,SPS,2,10153.6685
383130.281,6285427.127,AP,SPS,2,10466.242
383134.4806,6285427.187,AP,SPS,2,10725.7995
383138.6801,6285427.246,AP,SPS,2,9730.645
383142.8797,6285427.305,AP,SPS,2,10936.759
383147.0793,6285427.365,AP,SPS,2,9655.539
383151.2789,6285427.424,AP,SPS,2,12969.039
383155.4785,6285427.483,AP,SPS,2,9421.385
383159.678,6285427.543,AP,SPS,2,9801.333
383163.8776,6285427.602,AP,SPS,2,10921.296
383168.0772,6285427.662,AP,SPS,2,10587.737
383172.2768,6285427.721,AP,SPS,2,9731.37397
383176.4764,6285427.78,AP,SPS,2,11407.276
383180.6759,6285427.84,AP,SPS,2,9916.201
383184.8755,6285427.899,AP,SPS,2,8343.393
383189.0751,6285427.958,AP,SPS,2,10490.541
383193.2747,6285428.018,AP,SPS,2,8425.126
383197.4743,6285428.077,AP,SPS,2,10352.4785
383201.6738,6285428.137,AP,SPS,2,10652.9025
383205.8734,6285428.196,AP,SPS,2,9964.799
383210.073,6285428.255,AP,SPS,2,11280.2585
383214.2726,6285428.315,AP,SPS,2,11198.5255
383218.4722,6285428.374,AP,SPS,2,10695.978
383222.6717,6285428.433,AP,SPS,2,9299.89
383226.8713,6285428.493,AP,SPS,2,9969.217
383231.0709,6285428.552,AP,SPS,2,9918.41
383235.2705,6285428.612,AP,SPS,2,9244.665
383239.4701,6285428.671,AP,SPS,2,10090.712
383243.6696,6285428.73,AP,SPS,2,11316.707
383247.8692,6285428.79,AP,SPS,2,10731.322
383252.0688,6285428.849,AP,SPS,2,10303.8805
383256.2684,6285428.908,AP,SPS,2,9741.69
383260.468,6285428.968,AP,SPS,2,10313.821
383264.6675,6285429.027,AP,SPS,2,9254.6055
383268.8671,6285429.087,AP,SPS,2,8678.0565
383273.0667,6285429.146,AP,SPS,2,9103.289
383277.2663,6285429.205,AP,SPS,2,8999.466
383281.4659,6285429.265,AP,SPS,2,8638.2945
383285.6654,6285429.324,AP,SPS,2,7921.474
383289.865,6285429.383,BP,SPS,2,8126.911
383294.0646,6285429.443,BP,SPS,2,7652.70497
383298.2642,6285429.502,BP,SPS,2,8073.895
383302.4638,6285429.562,BP,SPS,2,8166.673
383306.6633,6285429.621,BP,SPS,2,7772.74203
383310.8629,6285429.68,BP,SPS,2,7923.683
383315.0625,6285429.74,BP,SPS,2,7332.7755
383319.2621,6285429.799,BP,SPS,2,9149.678
383323.4617,6285429.858,BP,SPS,2,7754.31897
383327.6612,6285429.918,BP,SPS,2,8880.18
383331.8608,6285429.977,BP,SPS,2,8364.3785
383336.0604,6285430.037,BP,SPS,2,7543.735
383340.26,6285430.096,BP,SPS,2,8796.238
383344.4596,6285430.155,BP,SPS,2,8002.1025
383348.6592,6285430.215,BP,SPS,2,6956.141
383352.8587,6285430.274,BP,SPS,2,6956.141
383357.0583,6285430.333,BP,SPS,2,8494.7095
383361.2579,6285430.393,BP,SPS,2,8151.21
383365.4575,6285430.452,BP,SPS,2,8337.8705
383369.6571,6285430.512,BP,SPS,2,6550.7895
383373.8566,6285430.571,BP,SPS,2,7484.092
383378.0562,6285430.63,BP,SPS,2,7199.131
383382.2558,6285430.69,BP,SPS,2,7520.5405
383386.4554,6285430.749,BP,SPS,2,6899.8115
383390.655,6285430.808,BP,SPS,2,6371.8605
383394.8545,6285430.868,BP,SPS,2,6365.2335
383399.0541,6285430.927,BP,SPS,2,5298.2865
383403.2537,6285430.987,BP,SPS,2,6074.75
383407.4533,6285431.046,BP,SPS,2,6026.152
383411.6529,6285431.105,BP,SPS,2,5409.841
383415.8524,6285431.165,BP,SPS,2,5227.5985
383420.052,6285431.224,BP,SPS,2,5738.982
383424.2516,6285431.283,BP,SPS,2,5727.937
383428.4512,6285431.343,BP,SPS,2,6434.817
383432.6508,6285431.402,BP,SPS,2,6217.2305
383436.8503,6285431.462,BP,SPS,2,6547.476
383441.0499,6285431.521,BP,SPS,2,6399.473
383445.2495,6285431.58,BP,SPS,2,6445.862
383449.4491,6285431.64,BP,SPS,2,6976.022
383453.6487,6285431.699,BP,SPS,2,5973.136
383457.8482,6285431.758,BP,SPS,2,6580.611
383462.0478,6285431.818,BP,SPS,2,6011.7935
383466.2474,6285431.877,BP,SPS,2,5261.838
383470.447,6285431.937,BP,SPS,2,5873.731
383474.6466,6285431.996,BP,SPS,2,5767.699
383478.8461,6285432.055,BP,SPS,2,5662.7715
383483.0457,6285432.115,BP,SPS,2,5680.4435
383487.2453,6285432.174,BP,SPS,2,5636.2635
383491.4449,6285432.233,BP,SPS,2,5001.176
383495.6445,6285432.293,BP,SPS,2,6344.248
383499.844,6285432.352,BP,SPS,2,4987.922
